,Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w
2226,7,1,0.652613,0.28572,0.720884
2227,7,1,0.670866,0.302569,0.764744
2228,7,1,0.356497,0.134202,0.729656
2229,7,1,0.37542,0.137263,0.773516
2230,7,1,0.254026,0.139251,0.799831
2231,7,1,0.269523,0.135626,0.843691
2232,7,1,0.131417,0.311401,0.808603
2233,7,1,0.132251,0.29424,0.852463
2234,7,1,0.149773,0.424457,0.878779
2235,7,1,0.143971,0.404696,0.922638
2236,7,1,0.347387,0.71428,0.887551
2237,7,1,0.329134,0.697431,0.93141
2238,7,1,0.464605,0.800059,0.957726
2239,7,1,0.745974,0.860749,0.966498
2240,7,1,0.850227,0.575543,0.712112
2241,7,1,0.856029,0.595304,0.755972
2242,7,1,0.793919,0.454301,0.782288
2243,7,1,0.805727,0.47452,0.826147
2244,7,1,0.535395,0.199941,0.791059
2245,7,1,0.555553,0.212192,0.834919
2246,7,1,0.41434,0.146678,0.861235
2247,7,1,0.434221,0.153003,0.905095
2248,7,1,0.178209,0.183392,0.870007
2249,7,1,0.188602,0.173474,0.913866
2250,7,1,0.137263,0.261844,0.940182
2251,7,1,0.141426,0.246706,0.984042
2252,7,1,0.206081,0.545699,0.948954
2253,7,1,0.194273,0.52548,0.992814
2254,7,1,0.864374,0.633897,0.843691
2255,7,1,0.866893,0.652613,0.887551
2256,7,1,0.70576,0.338011,0.852463
2257,7,1,0.722296,0.356497,0.896323
2258,7,1,0.595304,0.239275,0.922638
2259,7,1,0.614775,0.254026,0.966498
2260,7,1,0.302569,0.131703,0.93141
2261,7,1,0.320017,0.131417,0.97527
2262,7,1,0.826526,0.515128,0.913866
2263,7,1,0.835453,0.535395,0.957726
2264,7,1,0.753294,0.39472,0.984042
2265,7,1,0.47452,0.168793,0.992814
2266,7,2,0.755382,0.870518,0.002064
2267,7,2,0.877993,0.715839,0.016989
2268,7,2,0.618131,0.871177,0.014501
2269,7,2,0.583864,0.862252,0.054302
2270,7,2,0.832137,0.824636,0.029427
2271,7,2,0.813532,0.841572,0.069228
2272,7,2,0.865585,0.770202,0.096591
2273,7,2,0.854527,0.793937,0.136392
2274,7,2,0.136934,0.413427,0.024452
2275,7,2,0.309166,0.688426,0.039377
2276,7,2,0.42501,0.784471,0.06674
2277,7,2,0.390526,0.759733,0.106541
2278,7,2,0.698621,0.879118,0.081665
2279,7,2,0.667493,0.878432,0.121466
2280,7,2,0.768244,0.866315,0.14883
2281,7,2,0.741958,0.873906,0.188631
2282,7,2,0.879031,0.700984,0.163755
2283,7,2,0.876125,0.730219,0.203556
2284,7,2,0.159646,0.184912,0.009526
2285,7,2,0.123875,0.269781,0.036889
2286,7,2,0.130086,0.24257,0.07669
2287,7,2,0.191664,0.537081,0.051815
2288,7,2,0.172339,0.501574,0.091616
2289,7,2,0.2514,0.623749,0.118979
2290,7,2,0.225671,0.589634,0.15878
2291,7,2,0.513426,0.834958,0.133904
2292,7,2,0.477875,0.816829,0.173705
2293,7,2,0.601108,0.867118,0.201068
2294,7,2,0.566435,0.85659,0.240869
2295,7,2,0.82319,0.83347,0.215994
2296,7,2,0.803185,0.848922,0.255795
2297,7,2,0.860452,0.78238,0.283158
2298,7,2,0.847823,0.804847,0.322959
2299,7,2,0.522125,0.183171,0.007039
2300,7,2,0.557482,0.204085,0.04684
2301,7,2,0.258042,0.126094,0.021964
2302,7,2,0.286453,0.121789,0.061765
2303,7,2,0.196815,0.151078,0.089128
2304,7,2,0.219484,0.138692,0.128929
2305,7,2,0.122856,0.346095,0.104054
2306,7,2,0.120765,0.314312,0.143855
2307,7,2,0.142473,0.430829,0.171218
2308,7,2,0.132194,0.396214,0.211019
2309,7,2,0.324739,0.703646,0.186143
2310,7,2,0.294013,0.672791,0.225944
2311,7,2,0.407666,0.772401,0.253307
2312,7,2,0.373626,0.746493,0.293108
2313,7,2,0.683258,0.879191,0.268233
2314,7,2,0.65136,0.87684,0.308034
2315,7,2,0.755382,0.870518,0.335397
2316,7,2,0.728003,0.876472,0.375198
2317,7,2,0.877993,0.715839,0.350322
2318,7,2,0.87343,0.744093,0.390123
2319,7,2,0.797646,0.445268,0.031914
2320,7,2,0.705987,0.327209,0.059277
2321,7,2,0.734901,0.359583,0.099078
2322,7,2,0.433565,0.14341,0.074203
2323,7,2,0.468823,0.157072,0.114004
2324,7,2,0.34864,0.12316,0.141367
2325,7,2,0.381869,0.128823,0.181168
2326,7,2,0.152177,0.195153,0.156292
2327,7,2,0.167863,0.175364,0.196093
2328,7,2,0.12657,0.255907,0.223457
2329,7,2,0.134415,0.229798,0.263258
2330,7,2,0.181651,0.519349,0.238382
2331,7,2,0.163747,0.483795,0.278183
2332,7,2,0.238248,0.606809,0.305546
2333,7,2,0.213698,0.572263,0.345347
2334,7,2,0.495646,0.826252,0.320471
2335,7,2,0.460153,0.806709,0.360272
2336,7,2,0.583864,0.862252,0.387636
2337,7,2,0.54886,0.850143,0.427437
2338,7,2,0.813532,0.841572,0.402561
2339,7,2,0.792172,0.855506,0.442362
2340,7,2,0.854527,0.793937,0.469725
2341,7,2,0.840354,0.815088,0.509526
2342,7,2,0.867806,0.603786,0.044352
2343,7,2,0.874853,0.637489,0.084153
2344,7,2,0.836253,0.516205,0.111516
2345,7,2,0.851203,0.551616,0.151317
2346,7,2,0.626374,0.253507,0.126442
2347,7,2,0.659304,0.281581,0.166243
2348,7,2,0.539847,0.193291,0.193606
2349,7,2,0.57499,0.215529,0.233407
2350,7,2,0.271997,0.123528,0.208531
2351,7,2,0.301379,0.120882,0.248332
2352,7,2,0.207828,0.144494,0.275695
2353,7,2,0.231756,0.133685,0.315496
2354,7,2,0.121395,0.330017,0.290621
2355,7,2,0.120969,0.299016,0.330422
2356,7,2,0.136934,0.413427,0.357785
2357,7,2,0.128262,0.37923,0.397586
2358,7,2,0.309166,0.688426,0.37271
2359,7,2,0.279313,0.656776,0.412511
2360,7,2,0.390526,0.759733,0.439874
2361,7,2,0.357004,0.732712,0.479675
2362,7,2,0.667493,0.878432,0.4548
2363,7,2,0.634894,0.87442,0.494601
2364,7,2,0.741958,0.873906,0.521964
2365,7,2,0.713547,0.878211,0.561765
2366,7,2,0.876125,0.730219,0.536889
2367,7,2,0.869914,0.75743,0.57669
2368,7,2,0.786302,0.427737,0.17868
2369,7,2,0.808336,0.462919,0.218481
2370,7,2,0.720687,0.343224,0.245845
2371,7,2,0.7486,0.376251,0.285646
2372,7,2,0.45114,0.149857,0.26077
2373,7,2,0.486574,0.165042,0.300571
2374,7,2,0.365106,0.12558,0.327934
2375,7,2,0.398892,0.132882,0.367735
2376,7,2,0.159646,0.184912,0.34286
2377,7,2,0.17681,0.16653,0.382661
2378,7,2,0.130086,0.24257,0.410024
2379,7,2,0.139548,0.21762,0.449825
2380,7,2,0.172339,0.501574,0.424949
2381,7,2,0.155894,0.466052,0.46475
2382,7,2,0.225671,0.589634,0.492113
2383,7,2,0.202354,0.554732,0.531914
2384,7,2,0.477875,0.816829,0.507039
2385,7,2,0.442518,0.795915,0.54684
2386,7,2,0.566435,0.85659,0.574203
2387,7,2,0.531177,0.842928,0.614004
2388,7,2,0.803185,0.848922,0.589128
2389,7,2,0.780516,0.861308,0.628929
2390,7,2,0.847823,0.804847,0.656292
2391,7,2,0.832137,0.824636,0.696093
2392,7,2,0.871738,0.62077,0.230919
2393,7,2,0.877144,0.653905,0.27072
2394,7,2,0.844106,0.533948,0.298083
2395,7,2,0.857527,0.569171,0.337884
2396,7,2,0.642996,0.267288,0.313009
2397,7,2,0.675261,0.296354,0.35281
2398,7,2,0.557482,0.204085,0.380173
2399,7,2,0.592334,0.227599,0.419974
2400,7,2,0.286453,0.121789,0.395098
2401,7,2,0.316742,0.120809,0.434899
2402,7,2,0.219484,0.138692,0.462263
2403,7,2,0.244618,0.129482,0.502064
2404,7,2,0.120765,0.314312,0.477188
2405,7,2,0.122007,0.284161,0.516989
2406,7,2,0.132194,0.396214,0.544352
2407,7,2,0.125147,0.362511,0.584153
2408,7,2,0.294013,0.672791,0.559277
2409,7,2,0.265099,0.640417,0.599078
2410,7,2,0.373626,0.746493,0.626442
2411,7,2,0.340696,0.718419,0.666243
2412,7,2,0.65136,0.87684,0.641367
2413,7,2,0.618131,0.871177,0.681168
2414,7,2,0.728003,0.876472,0.708531
2415,7,2,0.698621,0.879118,0.748332
2416,7,2,0.87343,0.744093,0.723457
2417,7,2,0.865585,0.770202,0.763258
2418,7,2,0.879031,0.700984,0.830422
2419,7,2,0.797646,0.445268,0.365248
2420,7,2,0.818349,0.480651,0.405049
2421,7,2,0.734901,0.359583,0.432412
2422,7,2,0.761752,0.393191,0.472213
2423,7,2,0.468823,0.157072,0.447337
2424,7,2,0.504354,0.173748,0.487138
2425,7,2,0.381869,0.128823,0.514501
2426,7,2,0.416136,0.137748,0.554302
2427,7,2,0.167863,0.175364,0.529427
2428,7,2,0.186468,0.158428,0.569228
2429,7,2,0.134415,0.229798,0.596591
2430,7,2,0.145473,0.206063,0.636392
2431,7,2,0.163747,0.483795,0.611516
2432,7,2,0.148797,0.448384,0.651317
2433,7,2,0.213698,0.572263,0.67868
2434,7,2,0.191664,0.537081,0.718481
2435,7,2,0.460153,0.806709,0.693606
2436,7,2,0.42501,0.784471,0.733407
2437,7,2,0.54886,0.850143,0.76077
2438,7,2,0.513426,0.834958,0.800571
2439,7,2,0.792172,0.855506,0.775695
2440,7,2,0.768244,0.866315,0.815496
2441,7,2,0.840354,0.815088,0.84286
2442,7,2,0.82319,0.83347,0.882661
2443,7,2,0.874853,0.637489,0.417486
2444,7,2,0.878605,0.669983,0.457287
2445,7,2,0.851203,0.551616,0.484651
2446,7,2,0.863066,0.586573,0.524452
2447,7,2,0.659304,0.281581,0.499576
2448,7,2,0.690834,0.311574,0.539377
2449,7,2,0.57499,0.215529,0.56674
2450,7,2,0.609474,0.240267,0.606541
2451,7,2,0.301379,0.120882,0.581665
2452,7,2,0.332507,0.121568,0.621466
2453,7,2,0.231756,0.133685,0.64883
2454,7,2,0.258042,0.126094,0.688631
2455,7,2,0.120969,0.299016,0.663755
2456,7,2,0.123875,0.269781,0.703556
2457,7,2,0.128262,0.37923,0.730919
2458,7,2,0.122856,0.346095,0.77072
2459,7,2,0.279313,0.656776,0.745845
2460,7,2,0.2514,0.623749,0.785646
2461,7,2,0.357004,0.732712,0.813009
2462,7,2,0.324739,0.703646,0.85281
2463,7,2,0.634894,0.87442,0.827934
2464,7,2,0.601108,0.867118,0.867735
2465,7,2,0.713547,0.878211,0.895098
2466,7,2,0.683258,0.879191,0.934899
2467,7,2,0.869914,0.75743,0.910024
2468,7,2,0.860452,0.78238,0.949825
2469,7,2,0.808336,0.462919,0.551815
2470,7,2,0.827661,0.498426,0.591616
2471,7,2,0.7486,0.376251,0.618979
2472,7,2,0.774329,0.410366,0.65878
2473,7,2,0.486574,0.165042,0.633904
2474,7,2,0.522125,0.183171,0.673705
2475,7,2,0.398892,0.132882,0.701068
2476,7,2,0.433565,0.14341,0.740869
2477,7,2,0.17681,0.16653,0.715994
2478,7,2,0.196815,0.151078,0.755795
2479,7,2,0.139548,0.21762,0.783158
2480,7,2,0.152177,0.195153,0.822959
2481,7,2,0.155894,0.466052,0.798083
2482,7,2,0.142473,0.430829,0.837884
2483,7,2,0.202354,0.554732,0.865248
2484,7,2,0.181651,0.519349,0.905049
2485,7,2,0.442518,0.795915,0.880173
2486,7,2,0.407666,0.772401,0.919974
2487,7,2,0.531177,0.842928,0.947337
2488,7,2,0.495646,0.826252,0.987138
2489,7,2,0.780516,0.861308,0.962263
2490,7,2,0.877144,0.653905,0.604054
2491,7,2,0.879235,0.685688,0.643855
2492,7,2,0.857527,0.569171,0.671218
2493,7,2,0.867806,0.603786,0.711019
2494,7,2,0.675261,0.296354,0.686143
2495,7,2,0.705987,0.327209,0.725944
2496,7,2,0.592334,0.227599,0.753307
2497,7,2,0.626374,0.253507,0.793108
2498,7,2,0.316742,0.120809,0.768233
2499,7,2,0.34864,0.12316,0.808034
2500,7,2,0.244618,0.129482,0.835397
2501,7,2,0.271997,0.123528,0.875198
2502,7,2,0.122007,0.284161,0.850322
2503,7,2,0.12657,0.255907,0.890123
2504,7,2,0.125147,0.362511,0.917486
2505,7,2,0.121395,0.330017,0.957287
2506,7,2,0.265099,0.640417,0.932412
2507,7,2,0.238248,0.606809,0.972213
2508,7,2,0.818349,0.480651,0.738382
2509,7,2,0.836253,0.516205,0.778183
2510,7,2,0.761752,0.393191,0.805546
2511,7,2,0.786302,0.427737,0.845347
2512,7,2,0.504354,0.173748,0.820471
2513,7,2,0.539847,0.193291,0.860272
2514,7,2,0.416136,0.137748,0.887636
2515,7,2,0.45114,0.149857,0.927437
2516,7,2,0.186468,0.158428,0.902561
2517,7,2,0.207828,0.144494,0.942362
2518,7,2,0.145473,0.206063,0.969725
2519,7,2,0.148797,0.448384,0.984651
2520,7,2,0.878605,0.669983,0.790621
2521,7,2,0.863066,0.586573,0.857785
2522,7,2,0.871738,0.62077,0.897586
2523,7,2,0.690834,0.311574,0.87271
2524,7,2,0.720687,0.343224,0.912511
2525,7,2,0.609474,0.240267,0.939874
2526,7,2,0.642996,0.267288,0.979675
2527,7,2,0.332507,0.121568,0.9548
2528,7,2,0.365106,0.12558,0.994601
2529,7,2,0.827661,0.498426,0.924949
2530,7,2,0.844106,0.533948,0.96475
2531,7,2,0.774329,0.410366,0.992113
2532,7,2,0.879235,0.685688,0.977188
2533,7,3,0.888286,0.724242,0.015014
2534,7,3,0.654612,0.887229,0.004466
2535,7,3,0.610921,0.879116,0.040331
2536,7,3,0.844527,0.83024,0.023453
2537,7,3,0.820368,0.852548,0.059318
2538,7,3,0.869072,0.793256,0.086744
2539,7,3,0.851507,0.821743,0.122609
2540,7,3,0.159245,0.493621,0.002356
2541,7,3,0.352681,0.738916,0.021343
2542,7,3,0.457532,0.814367,0.048769
2543,7,3,0.411712,0.784694,0.084634
2544,7,3,0.709346,0.889474,0.067757
2545,7,3,0.668718,0.888713,0.103622
2546,7,3,0.758794,0.881885,0.131048
2547,7,3,0.722255,0.888495,0.166913
2548,7,3,0.884298,0.748869,0.150035
2549,7,3,0.873771,0.782813,0.1859
2550,7,3,0.88982,0.698197,0.213326
2551,7,3,0.886598,0.736742,0.249191
2552,7,3,0.112499,0.343165,0.010795
2553,7,3,0.11018,0.301803,0.04666
2554,7,3,0.224399,0.600975,0.029782
2555,7,3,0.193543,0.555443,0.065647
2556,7,3,0.271551,0.659342,0.093073
2557,7,3,0.235578,0.615865,0.128938
2558,7,3,0.51945,0.846915,0.112061
2559,7,3,0.472972,0.823284,0.147926
2560,7,3,0.580877,0.870703,0.175352
2561,7,3,0.534914,0.853711,0.211217
2562,7,3,0.801707,0.864653,0.194339
2563,7,3,0.77018,0.878468,0.230204
2564,7,3,0.837003,0.838215,0.25763
2565,7,3,0.811283,0.858884,0.293495
2566,7,3,0.419123,0.129297,0.008685
2567,7,3,0.198293,0.135347,0.027672
2568,7,3,0.142069,0.187263,0.055099
2569,7,3,0.162997,0.161785,0.090964
2570,7,3,0.124143,0.401678,0.074086
2571,7,3,0.1145,0.357479,0.109951
2572,7,3,0.145277,0.462672,0.137377
2573,7,3,0.128554,0.416753,0.173242
2574,7,3,0.324471,0.713687,0.156364
2575,7,3,0.28429,0.673361,0.192229
2576,7,3,0.381823,0.762636,0.219656
2577,7,3,0.338448,0.726481,0.25552
2578,7,3,0.640263,0.885132,0.238643
2579,7,3,0.595975,0.875206,0.274508
2580,7,3,0.696106,0.889836,0.301934
2581,7,3,0.654612,0.887229,0.337799
2582,7,3,0.863789,0.803236,0.320921
2583,7,3,0.844527,0.83024,0.356786
2584,7,3,0.88139,0.760602,0.384212
2585,7,3,0.869072,0.793256,0.420077
2586,7,3,0.573122,0.204943,0.017124
2587,7,3,0.618177,0.237364,0.052989
2588,7,3,0.317444,0.110417,0.036111
2589,7,3,0.359737,0.114868,0.071976
2590,7,3,0.265188,0.113098,0.099402
2591,7,3,0.303894,0.110164,0.135267
2592,7,3,0.122121,0.228078,0.11839
2593,7,3,0.136211,0.196764,0.154255
2594,7,3,0.111714,0.275758,0.181681
2595,7,3,0.11861,0.239398,0.217546
2596,7,3,0.175368,0.52461,0.200668
2597,7,3,0.151986,0.478129,0.236533
2598,7,3,0.213655,0.585925,0.263959
2599,7,3,0.184206,0.540058,0.299824
2600,7,3,0.442159,0.804953,0.282947
2601,7,3,0.396686,0.773881,0.318812
2602,7,3,0.503956,0.839571,0.346238
2603,7,3,0.457532,0.814367,0.382103
2604,7,3,0.746998,0.884697,0.365225
2605,7,3,0.709346,0.889474,0.40109
2606,7,3,0.791654,0.869845,0.428516
2607,7,3,0.758794,0.881885,0.464381
2608,7,3,0.889361,0.711387,0.447504
2609,7,3,0.884298,0.748869,0.483369
2610,7,3,0.88982,0.698197,0.54666
2611,7,3,0.824632,0.47539,0.034002
2612,7,3,0.752824,0.369429,0.061428
2613,7,3,0.786345,0.414075,0.097293
2614,7,3,0.511545,0.168311,0.080415
2615,7,3,0.557841,0.195047,0.11628
2616,7,3,0.449677,0.140053,0.143706
2617,7,3,0.496044,0.160429,0.179571
2618,7,3,0.218861,0.125547,0.162693
2619,7,3,0.253002,0.115303,0.198558
2620,7,3,0.179632,0.147452,0.225985
2621,7,3,0.208346,0.130155,0.26185
2622,7,3,0.11111,0.3291,0.244972
2623,7,3,0.110639,0.288613,0.280837
2624,7,3,0.120327,0.386758,0.308263
2625,7,3,0.112499,0.343165,0.344128
2626,7,3,0.259173,0.645072,0.32725
2627,7,3,0.224399,0.600975,0.363115
2628,7,3,0.310771,0.700555,0.390542
2629,7,3,0.271551,0.659342,0.426407
2630,7,3,0.565652,0.865614,0.409529
2631,7,3,0.51945,0.846915,0.445394
2632,7,3,0.625691,0.882426,0.47282
2633,7,3,0.580877,0.870703,0.508685
2634,7,3,0.828945,0.845655,0.491807
2635,7,3,0.801707,0.864653,0.527672
2636,7,3,0.857931,0.812737,0.555099
2637,7,3,0.837003,0.838215,0.590964
2638,7,3,0.88289,0.627983,0.04244
2639,7,3,0.88889,0.6709,0.078305
2640,7,3,0.866448,0.56804,0.105731
2641,7,3,0.879673,0.613242,0.141596
2642,7,3,0.70263,0.312894,0.124719
2643,7,3,0.740827,0.354928,0.160584
2644,7,3,0.647319,0.261084,0.18801
2645,7,3,0.689229,0.299445,0.223875
2646,7,3,0.389079,0.120884,0.206997
2647,7,3,0.434348,0.134386,0.242862
2648,7,3,0.331282,0.111287,0.270288
2649,7,3,0.374309,0.117574,0.306153
2650,7,3,0.148493,0.178257,0.289276
2651,7,3,0.171055,0.154345,0.325141
2652,7,3,0.126229,0.217187,0.352567
2653,7,3,0.142069,0.187263,0.388432
2654,7,3,0.139129,0.447274,0.371554
2655,7,3,0.124143,0.401678,0.407419
2656,7,3,0.167043,0.509122,0.434845
2657,7,3,0.145277,0.462672,0.47071
2658,7,3,0.367147,0.750974,0.453833
2659,7,3,0.324471,0.713687,0.489698
2660,7,3,0.426878,0.795057,0.517124
2661,7,3,0.381823,0.762636,0.552989
2662,7,3,0.682556,0.889583,0.536111
2663,7,3,0.640263,0.885132,0.571976
2664,7,3,0.734812,0.886902,0.599402
2665,7,3,0.696106,0.889836,0.635267
2666,7,3,0.877879,0.771922,0.61839
2667,7,3,0.863789,0.803236,0.654255
2668,7,3,0.888286,0.724242,0.681681
2669,7,3,0.88139,0.760602,0.717546
2670,7,3,0.840755,0.506379,0.169023
2671,7,3,0.860871,0.552726,0.204888
2672,7,3,0.806457,0.444557,0.232314
2673,7,3,0.832957,0.490878,0.268179
2674,7,3,0.588288,0.215306,0.251301
2675,7,3,0.632853,0.249026,0.287166
2676,7,3,0.527028,0.176716,0.314592
2677,7,3,0.573122,0.204943,0.350457
2678,7,3,0.277745,0.111505,0.33358
2679,7,3,0.317444,0.110417,0.369445
2680,7,3,0.22982,0.121532,0.396871
2681,7,3,0.265188,0.113098,0.432736
2682,7,3,0.113402,0.263258,0.415858
2683,7,3,0.122121,0.228078,0.451723
2684,7,3,0.110337,0.315306,0.479149
2685,7,3,0.111714,0.275758,0.515014
2686,7,3,0.203365,0.57074,0.498137
2687,7,3,0.175368,0.52461,0.534002
2688,7,3,0.247176,0.630571,0.561428
2689,7,3,0.213655,0.585925,0.597293
2690,7,3,0.488455,0.831689,0.580415
2691,7,3,0.442159,0.804953,0.61628
2692,7,3,0.550323,0.859947,0.643706
2693,7,3,0.503956,0.839571,0.679571
2694,7,3,0.781139,0.874453,0.662693
2695,7,3,0.746998,0.884697,0.698558
2696,7,3,0.820368,0.852548,0.725985
2697,7,3,0.791654,0.869845,0.76185
2698,7,3,0.889361,0.711387,0.780837
2699,7,3,0.8855,0.642521,0.276618
2700,7,3,0.889663,0.684694,0.312483
2701,7,3,0.764422,0.384135,0.295605
2702,7,3,0.796635,0.42926,0.33147
2703,7,3,0.71571,0.326639,0.358896
2704,7,3,0.752824,0.369429,0.394761
2705,7,3,0.465086,0.146289,0.377883
2706,7,3,0.511545,0.168311,0.413748
2707,7,3,0.404025,0.124794,0.441175
2708,7,3,0.449677,0.140053,0.477039
2709,7,3,0.188717,0.141116,0.460162
2710,7,3,0.218861,0.125547,0.496027
2711,7,3,0.155473,0.16976,0.523453
2712,7,3,0.179632,0.147452,0.559318
2713,7,3,0.11711,0.372017,0.54244
2714,7,3,0.11111,0.3291,0.578305
2715,7,3,0.133552,0.43196,0.605731
2716,7,3,0.120327,0.386758,0.641596
2717,7,3,0.29737,0.687106,0.624719
2718,7,3,0.259173,0.645072,0.660584
2719,7,3,0.352681,0.738916,0.68801
2720,7,3,0.310771,0.700555,0.723875
2721,7,3,0.610921,0.879116,0.706997
2722,7,3,0.565652,0.865614,0.742862
2723,7,3,0.668718,0.888713,0.770288
2724,7,3,0.625691,0.882426,0.806153
2725,7,3,0.851507,0.821743,0.789276
2726,7,3,0.828945,0.845655,0.825141
2727,7,3,0.873771,0.782813,0.852567
2728,7,3,0.857931,0.812737,0.888432
2729,7,3,0.871446,0.583247,0.339909
2730,7,3,0.88289,0.627983,0.375774
2731,7,3,0.848014,0.521871,0.4032
2732,7,3,0.866448,0.56804,0.439065
2733,7,3,0.661552,0.273519,0.422187
2734,7,3,0.70263,0.312894,0.458052
2735,7,3,0.603314,0.226119,0.485478
2736,7,3,0.647319,0.261084,0.521343
2737,7,3,0.345388,0.112771,0.504466
2738,7,3,0.389079,0.120884,0.540331
2739,7,3,0.290654,0.110526,0.567757
2740,7,3,0.331282,0.111287,0.603622
2741,7,3,0.130928,0.206744,0.586744
2742,7,3,0.148493,0.178257,0.622609
2743,7,3,0.115702,0.251131,0.650035
2744,7,3,0.126229,0.217187,0.6859
2745,7,3,0.159245,0.493621,0.669023
2746,7,3,0.139129,0.447274,0.704888
2747,7,3,0.193543,0.555443,0.732314
2748,7,3,0.167043,0.509122,0.768179
2749,7,3,0.411712,0.784694,0.751301
2750,7,3,0.367147,0.750974,0.787166
2751,7,3,0.472972,0.823284,0.814592
2752,7,3,0.426878,0.795057,0.850457
2753,7,3,0.722255,0.888495,0.83358
2754,7,3,0.682556,0.889583,0.869445
2755,7,3,0.77018,0.878468,0.896871
2756,7,3,0.734812,0.886902,0.932736
2757,7,3,0.886598,0.736742,0.915858
2758,7,3,0.877879,0.771922,0.951723
2759,7,3,0.815794,0.459942,0.466491
2760,7,3,0.840755,0.506379,0.502356
2761,7,3,0.775601,0.399025,0.529782
2762,7,3,0.806457,0.444557,0.565647
2763,7,3,0.542468,0.185633,0.548769
2764,7,3,0.588288,0.215306,0.584634
2765,7,3,0.48055,0.153085,0.612061
2766,7,3,0.527028,0.176716,0.647926
2767,7,3,0.241206,0.118115,0.631048
2768,7,3,0.277745,0.111505,0.666913
2769,7,3,0.198293,0.135347,0.694339
2770,7,3,0.22982,0.121532,0.730204
2771,7,3,0.11018,0.301803,0.713326
2772,7,3,0.113402,0.263258,0.749191
2773,7,3,0.1145,0.357479,0.776618
2774,7,3,0.110337,0.315306,0.812483
2775,7,3,0.235578,0.615865,0.795605
2776,7,3,0.203365,0.57074,0.83147
2777,7,3,0.28429,0.673361,0.858896
2778,7,3,0.247176,0.630571,0.894761
2779,7,3,0.534914,0.853711,0.877883
2780,7,3,0.488455,0.831689,0.913748
2781,7,3,0.595975,0.875206,0.941175
2782,7,3,0.550323,0.859947,0.977039
2783,7,3,0.811283,0.858884,0.960162
2784,7,3,0.781139,0.874453,0.996027
2785,7,3,0.887501,0.656835,0.510795
2786,7,3,0.875857,0.598322,0.574086
2787,7,3,0.8855,0.642521,0.609951
2788,7,3,0.728449,0.340658,0.593073
2789,7,3,0.764422,0.384135,0.628938
2790,7,3,0.675529,0.286313,0.656364
2791,7,3,0.71571,0.326639,0.692229
2792,7,3,0.419123,0.129297,0.675352
2793,7,3,0.465086,0.146289,0.711217
2794,7,3,0.359737,0.114868,0.738643
2795,7,3,0.404025,0.124794,0.774508
2796,7,3,0.162997,0.161785,0.75763
2797,7,3,0.188717,0.141116,0.793495
2798,7,3,0.136211,0.196764,0.820921
2799,7,3,0.155473,0.16976,0.856786
2800,7,3,0.128554,0.416753,0.839909
2801,7,3,0.11711,0.372017,0.875774
2802,7,3,0.151986,0.478129,0.9032
2803,7,3,0.133552,0.43196,0.939065
2804,7,3,0.338448,0.726481,0.922187
2805,7,3,0.29737,0.687106,0.958052
2806,7,3,0.396686,0.773881,0.985478
2807,7,3,0.854723,0.537328,0.637377
2808,7,3,0.871446,0.583247,0.673242
2809,7,3,0.824632,0.47539,0.700668
2810,7,3,0.848014,0.521871,0.736533
2811,7,3,0.618177,0.237364,0.719656
2812,7,3,0.661552,0.273519,0.75552
2813,7,3,0.557841,0.195047,0.782947
2814,7,3,0.603314,0.226119,0.818812
2815,7,3,0.303894,0.110164,0.801934
2816,7,3,0.345388,0.112771,0.837799
2817,7,3,0.253002,0.115303,0.865225
2818,7,3,0.290654,0.110526,0.90109
2819,7,3,0.11861,0.239398,0.884212
2820,7,3,0.130928,0.206744,0.920077
2821,7,3,0.110639,0.288613,0.947504
2822,7,3,0.115702,0.251131,0.983369
2823,7,3,0.184206,0.540058,0.966491
2824,7,3,0.88889,0.6709,0.744972
2825,7,3,0.786345,0.414075,0.763959
2826,7,3,0.815794,0.459942,0.799824
2827,7,3,0.740827,0.354928,0.82725
2828,7,3,0.775601,0.399025,0.863115
2829,7,3,0.496044,0.160429,0.846238
2830,7,3,0.542468,0.185633,0.882103
2831,7,3,0.434348,0.134386,0.909529
2832,7,3,0.48055,0.153085,0.945394
2833,7,3,0.208346,0.130155,0.928516
2834,7,3,0.241206,0.118115,0.964381
2835,7,3,0.171055,0.154345,0.991807
2836,7,3,0.879673,0.613242,0.808263
2837,7,3,0.887501,0.656835,0.844128
2838,7,3,0.860871,0.552726,0.871554
2839,7,3,0.875857,0.598322,0.907419
2840,7,3,0.689229,0.299445,0.890542
2841,7,3,0.728449,0.340658,0.926407
2842,7,3,0.632853,0.249026,0.953833
2843,7,3,0.675529,0.286313,0.989698
2844,7,3,0.374309,0.117574,0.97282
2845,7,3,0.832957,0.490878,0.934845
2846,7,3,0.854723,0.537328,0.97071
2847,7,3,0.796635,0.42926,0.998137
2848,7,3,0.889663,0.684694,0.979149
2849,7,4,0.898298,0.731224,0.013269
2850,7,4,0.642156,0.894889,0.029398
2851,7,4,0.857667,0.833964,0.018645
2852,7,4,0.830276,0.860581,0.050903
2853,7,4,0.873954,0.809975,0.077785
2854,7,4,0.851413,0.84121,0.110043
2855,7,4,0.403076,0.787639,0.007892
2856,7,4,0.496692,0.844758,0.034774
2857,7,4,0.442837,0.814287,0.067032
2858,7,4,0.725793,0.898856,0.056279
