,Calculated atomic coordinates v'
1871,0.261719
1872,0.322795
1873,0.121284
1874,0.152372
1875,0.117765
1876,0.14586
1877,0.109059
1878,0.099234
1879,0.115068
1880,0.099007
1881,0.24296
1882,0.192837
1883,0.254335
1884,0.203409
1885,0.473941
1886,0.404879
1887,0.487356
1888,0.417385
1889,0.714185
1890,0.651272
1891,0.725746
1892,0.664986
1893,0.874423
1894,0.841707
1895,0.878716
1896,0.847628
1897,0.895593
1898,0.904456
1899,0.890941
1900,0.900766
1901,0.767426
1902,0.814952
1903,0.483519
1904,0.554217
1905,0.470483
1906,0.541127
1907,0.252176
1908,0.310987
1909,0.241223
1910,0.298911
1911,0.114799
1912,0.140316
1913,0.10951
1914,0.132141
1915,0.117397
1916,0.100052
1917,0.122254
1918,0.101237
1919,0.266192
1920,0.211226
1921,0.27637
1922,0.221113
1923,0.501287
1924,0.432162
1925,0.516481
1926,0.445783
1927,0.738281
1928,0.677205
1929,0.747824
1930,0.689012
1931,0.882235
1932,0.85414
1933,0.885201
1934,0.859684
1935,0.884932
1936,0.698911
1937,0.686925
1938,0.457022
1939,0.526511
1940,0.443054
1941,0.513005
1942,0.231382
1943,0.286617
1944,0.220075
1945,0.274275
1946,0.10388
1947,0.125184
1948,0.100709
1949,0.120084
1950,0.125662
1951,0.104025
1952,0.132191
1953,0.109341
1954,0.289203
1955,0.232872
1956,0.301089
1957,0.24258
1958,0.529517
1959,0.458873
1960,0.542978
1961,0.473489
1962,0.758777
1963,0.701089
1964,0.768618
1965,0.674413
1966,0.66116
1967,0.429402
1968,0.498971
1969,0.414365
1970,0.483663
1971,0.209516
1972,0.261959
1973,0.199533
1974,0.252013
1975,0.098845
1976,0.116728
1977,0.098976
1978,0.112697
1979,0.14089
1980,0.113828
1981,0.145053
1982,0.11657
1983,0.313075
1984,0.253916
1985,0.325587
1986,0.265366
1987,0.556946
1988,0.486995
1989,0.648828
1990,0.634814
1991,0.698906
1992,0.401084
1993,0.470908
1994,0.388493
1995,0.457449
1996,0.191246
1997,0.242143
1998,0.184635
1999,0.23249
2000,0.096124
2001,0.108293
2002,0.095946
2003,0.105041
2004,0.151908
2005,0.122299
2006,0.160416
2007,0.126807
2008,0.33884
2009,0.622323
2010,0.687225
2011,0.609464
2012,0.674677
2013,0.375413
2014,0.44381
2015,0.363367
2016,0.430526
2017,0.175647
2018,0.221704
2019,0.167004
2020,0.211634
2021,0.095253
2022,0.102731
2023,0.096461
2024,0.595375
2025,0.662087
2026,0.582638
2027,0.649898
2028,0.348875
2029,0.415747
2030,0.336032
2031,0.402495
2032,0.159485
2033,0.201146
2034,0.568183
2035,0.635957
2036,0.554547
2037,0.323185
2038,0.87377
2039,0.710215
2040,0.792929
2041,0.861497
2042,0.854552
2043,0.822573
2044,0.833382
2045,0.744282
2046,0.760346
2047,0.362009
2048,0.343715
2049,0.664762
2050,0.64646
2051,0.766507
2052,0.750832
2053,0.876441
2054,0.876624
2055,0.85097
2056,0.85809
2057,0.17251
2058,0.148539
2059,0.141389
2060,0.212309
2061,0.198727
2062,0.484593
2063,0.463149
2064,0.607252
2065,0.587329
2066,0.838583
2067,0.827672
2068,0.874647
2069,0.87152
2070,0.787416
2071,0.800992
2072,0.69286
2073,0.709838
2074,0.412704
2075,0.281981
2076,0.29958
2077,0.124913
2078,0.128267
2079,0.129396
2080,0.126246
2081,0.307191
2082,0.289794
2083,0.422734
2084,0.401617
2085,0.71827
2086,0.700891
2087,0.806178
2088,0.793544
2089,0.870112
2090,0.87353
2091,0.822066
2092,0.832853
2093,0.577225
2094,0.598663
2095,0.454254
2096,0.475204
2097,0.194184
2098,0.207112
2099,0.138299
2100,0.145129
2101,0.177345
2102,0.166729
2103,0.256156
2104,0.240372
2105,0.546152
2106,0.525599
2107,0.665359
2108,0.646553
2109,0.862161
2110,0.855074
2111,0.876647
2112,0.876457
2113,0.743396
2114,0.759391
2115,0.63767
2116,0.656173
2117,0.3352
2118,0.353545
2119,0.233428
2120,0.249365
2121,0.12326
2122,0.123317
2123,0.149203
2124,0.142093
2125,0.363033
2126,0.343998
2127,0.484796
2128,0.462855
2129,0.766696
2130,0.75048
2131,0.837432
2132,0.826966
2133,0.851046
2134,0.857986
2135,0.787343
2136,0.80107
2137,0.515234
2138,0.53683
2139,0.392698
2140,0.412294
2141,0.161962
2142,0.172647
2143,0.125659
2144,0.128338
2145,0.212716
2146,0.199091
2147,0.307047
2148,0.290451
2149,0.607149
2150,0.587924
2151,0.71857
2152,0.701296
2153,0.874296
2154,0.871878
2155,0.870814
2156,0.873317
2157,0.692968
2158,0.709491
2159,0.576711
2160,0.59787
2161,0.281406
2162,0.298648
2163,0.193284
2164,0.205967
2165,0.129758
2166,0.126646
2167,0.178472
2168,0.167444
2169,0.423821
2170,0.402418
2171,0.546595
2172,0.525748
2173,0.806953
2174,0.794069
2175,0.86213
2176,0.854558
2177,0.821348
2178,0.832559
2179,0.743674
2180,0.760587
2181,0.453444
2182,0.473974
2183,0.334317
2184,0.353451
2185,0.137691
2186,0.145176
2187,0.123826
2188,0.123977
2189,0.256671
2190,0.240125
2191,0.362984
2192,0.344011
2193,0.6656
2194,0.646591
2195,0.766595
2196,0.750413
2197,0.875831
2198,0.876011
2199,0.851791
2200,0.858772
2201,0.63668
2202,0.655955
2203,0.515366
2204,0.537438
2205,0.233385
2206,0.249731
2207,0.163148
2208,0.173314
2209,0.148498
2210,0.141753
2211,0.212535
2212,0.198672
2213,0.484524
2214,0.4626
2215,0.606955
2216,0.587559
2217,0.837179
2218,0.827007
2219,0.87499
2220,0.872022
2221,0.787699
2222,0.801387
2223,0.692796
2224,0.393033
2225,0.412197
2226,0.281699
2227,0.299027
2228,0.125504
2229,0.127882
2230,0.128551
2231,0.126388
2232,0.307085
2233,0.29017
2234,0.423469
2235,0.401734
2236,0.718118
2237,0.700552
2238,0.806119
2239,0.871279
2240,0.576092
2241,0.597725
2242,0.453657
2243,0.474897
2244,0.193244
2245,0.206374
2246,0.138223
2247,0.145523
2248,0.178095
2249,0.16698
2250,0.255828
2251,0.239171
2252,0.545896
2253,0.524536
2254,0.637628
2255,0.656144
2256,0.334743
2257,0.353372
2258,0.23339
2259,0.249249
2260,0.123974
2261,0.123701
2262,0.515474
2263,0.537082
2264,0.392867
2265,0.161981
2266,0.878247
2267,0.721237
2268,0.879063
2269,0.869017
2270,0.830696
2271,0.846242
2272,0.773
2273,0.798564
2274,0.41045
2275,0.69009
2276,0.787914
2277,0.762336
2278,0.886622
2279,0.884849
2280,0.871916
2281,0.881198
2282,0.706051
2283,0.736675
2284,0.178826
2285,0.263559
2286,0.235243
2287,0.53637
2288,0.499266
2289,0.62437
2290,0.590052
2291,0.839464
2292,0.821532
2293,0.873601
2294,0.863071
2295,0.840291
2296,0.856239
2297,0.788082
2298,0.811903
2299,0.18101
2300,0.202359
2301,0.117773
2302,0.114468
2303,0.143318
2304,0.130114
2305,0.340634
2306,0.308941
2307,0.428618
2308,0.39278
2309,0.707486
2310,0.675638
2311,0.777618
2312,0.751611
2313,0.887882
2314,0.887859
2315,0.880869
2316,0.886374
2317,0.72067
2318,0.750307
2319,0.446076
2320,0.325471
2321,0.357004
2322,0.139114
2323,0.150878
2324,0.112849
2325,0.118158
2326,0.187339
2327,0.16644
2328,0.249103
2329,0.22327
2330,0.51885
2331,0.483253
2332,0.609179
2333,0.573767
2334,0.834745
2335,0.813875
2336,0.870645
2337,0.858206
2338,0.847872
2339,0.861466
2340,0.798792
2341,0.820515
2342,0.607421
2343,0.640146
2344,0.515965
2345,0.553259
2346,0.248591
2347,0.278398
2348,0.187542
2349,0.211141
2350,0.112118
2351,0.110889
2352,0.137666
2353,0.128124
2354,0.32626
2355,0.294871
2356,0.412363
2357,0.377248
2358,0.692617
2359,0.660696
2360,0.765776
2361,0.737431
2362,0.886607
2363,0.882456
2364,0.881839
2365,0.885423
2366,0.735886
2367,0.764357
2368,0.42728
2369,0.463399
2370,0.340724
2371,0.374374
2372,0.141709
2373,0.157551
2374,0.117589
2375,0.125007
2376,0.180875
2377,0.161152
2378,0.238103
2379,0.212512
2380,0.502578
2381,0.465526
2382,0.591392
2383,0.555473
2384,0.821879
2385,0.79961
2386,0.861746
2387,0.848808
2388,0.856081
2389,0.869461
2390,0.812422
2391,0.833396
2392,0.624484
2393,0.658312
2394,0.534961
2395,0.57062
2396,0.262149
2397,0.291946
2398,0.198556
2399,0.223617
2400,0.114263
2401,0.112875
2402,0.131729
2403,0.122087
2404,0.310926
2405,0.27993
2406,0.394017
2407,0.35989
2408,0.675715
2409,0.64268
2410,0.750232
2411,0.72056
2412,0.886828
2413,0.881815
2414,0.887751
2415,0.88846
2416,0.750339
2417,0.775045
2418,0.704795
2419,0.444104
2420,0.481683
2421,0.357718
2422,0.391567
2423,0.151081
2424,0.167576
2425,0.121415
2426,0.13173
2427,0.170255
2428,0.154216
2429,0.226125
2430,0.200254
2431,0.483671
2432,0.445991
2433,0.571988
2434,0.536126
2435,0.811915
2436,0.7884
2437,0.857542
2438,0.841732
2439,0.860668
2440,0.8693
2441,0.817904
2442,0.838256
2443,0.641127
2444,0.674
2445,0.55295
2446,0.589098
2447,0.277997
2448,0.309561
2449,0.212119
2450,0.238156
2451,0.114101
2452,0.11531
2453,0.126805
2454,0.118266
2455,0.293247
2456,0.263051
2457,0.375207
2458,0.341547
2459,0.658877
2460,0.625679
2461,0.737776
2462,0.708138
2463,0.880921
2464,0.873617
2465,0.884685
2466,0.88647
2467,0.762195
2468,0.787803
2469,0.463318
2470,0.500773
2471,0.375987
2472,0.410893
2473,0.161753
2474,0.180896
2475,0.128021
2476,0.138313
2477,0.159266
2478,0.143327
2479,0.211767
2480,0.188145
2481,0.464753
2482,0.42951
2483,0.555716
2484,0.517953
2485,0.800626
2486,0.775349
2487,0.847665
2488,0.831732
2489,0.868153
2490,0.659209
2491,0.691177
2492,0.572109
2493,0.607714
2494,0.294014
2495,0.324946
2496,0.222867
2497,0.247655
2498,0.112305
2499,0.111955
2500,0.119128
2501,0.113998
2502,0.279653
2503,0.250021
2504,0.358738
2505,0.325544
2506,0.641393
2507,0.60747
2508,0.48136
2509,0.516256
2510,0.390612
2511,0.426416
2512,0.165215
2513,0.186352
2514,0.130103
2515,0.143023
2516,0.153051
2517,0.139187
2518,0.20085
2519,0.446119
2520,0.673002
2521,0.587788
2522,0.623205
2523,0.307795
2524,0.339847
2525,0.235673
2526,0.264529
2527,0.114712
2528,0.118845
2529,0.498057
2530,0.535488
2531,0.410313
2532,0.689825
2533,0.729017
2534,0.893778
2535,0.885177
2536,0.835686
2537,0.857856
2538,0.797073
2539,0.827071
2540,0.492909
2541,0.741536
2542,0.818299
2543,0.788682
2544,0.895139
2545,0.892886
2546,0.886493
2547,0.893197
2548,0.753655
2549,0.78859
2550,0.701929
2551,0.73985
2552,0.340096
2553,0.297806
2554,0.602286
2555,0.555676
2556,0.661447
2557,0.616804
2558,0.851184
2559,0.827345
2560,0.875466
2561,0.85946
2562,0.870724
2563,0.88535
2564,0.842303
2565,0.86389
2566,0.123207
2567,0.130292
2568,0.183898
2569,0.158122
2570,0.3998
2571,0.354896
2572,0.461586
2573,0.414434
2574,0.716035
2575,0.675162
2576,0.766854
2577,0.730935
2578,0.892392
2579,0.883239
2580,0.898004
2581,0.894012
2582,0.807502
2583,0.835697
2584,0.765037
2585,0.798261
2586,0.200853
2587,0.234282
2588,0.104457
2589,0.109519
2590,0.107806
2591,0.103125
2592,0.223464
2593,0.190835
2594,0.271852
2595,0.235761
2596,0.52479
2597,0.478619
2598,0.588464
2599,0.540688
2600,0.811037
2601,0.778442
2602,0.843466
2603,0.817293
2604,0.891039
2605,0.895731
2606,0.875836
2607,0.88894
2608,0.714939
2609,0.753818
2610,0.702194
2611,0.476047
2612,0.367394
2613,0.412733
2614,0.164392
2615,0.191884
2616,0.135473
2617,0.156725
2618,0.118285
2619,0.108655
2620,0.142112
2621,0.12581
2622,0.327627
2623,0.285651
2624,0.385249
2625,0.340354
2626,0.647301
2627,0.602314
2628,0.703439
2629,0.661208
2630,0.870255
2631,0.852285
2632,0.889624
2633,0.876793
2634,0.852015
2635,0.869708
2636,0.816102
2637,0.841878
2638,0.6308
2639,0.673901
2640,0.568714
2641,0.615692
2642,0.311006
2643,0.35449
2644,0.25871
2645,0.296084
2646,0.114623
2647,0.128259
2648,0.105934
2649,0.111389
2650,0.17398
2651,0.149003
2652,0.212434
2653,0.182313
2654,0.446444
2655,0.39946
2656,0.508717
2657,0.461016
2658,0.754553
2659,0.716019
2660,0.799147
2661,0.765718
2662,0.895543
2663,0.890481
2664,0.892194
2665,0.896875
2666,0.776536
2667,0.809165
2668,0.728148
2669,0.764239
2670,0.507285
2671,0.554251
2672,0.443542
2673,0.490407
2674,0.209252
2675,0.244216
2676,0.171398
2677,0.201289
2678,0.10601
2679,0.104057
2680,0.114666
2681,0.106342
2682,0.259526
2683,0.222504
2684,0.311628
2685,0.270983
2686,0.571117
2687,0.523953
2688,0.632606
2689,0.587267
2690,0.835608
2691,0.808116
2692,0.864527
2693,0.843275
2694,0.881715
2695,0.891345
2696,0.857888
2697,0.87419
2698,0.714349
2699,0.643738
2700,0.687748
2701,0.382003
2702,0.429033
2703,0.324608
2704,0.367666
2705,0.14094
2706,0.163375
2707,0.118528
2708,0.134539
2709,0.13507
2710,0.118976
2711,0.164314
2712,0.142144
2713,0.3692
2714,0.326099
2715,0.431286
2716,0.384308
2717,0.688994
2718,0.64551
2719,0.74129
2720,0.703916
2721,0.885377
2722,0.871741
2723,0.894066
2724,0.888611
2725,0.82602
2726,0.850997
2727,0.787566
2728,0.817687
2729,0.585208
2730,0.630961
2731,0.52201
2732,0.569112
2733,0.269591
2734,0.310435
2735,0.22159
2736,0.258464
2737,0.106222
2738,0.114823
2739,0.104861
2740,0.107114
2741,0.202927
2742,0.172929
2743,0.246345
2744,0.21141
2745,0.492715
2746,0.445749
2747,0.556459
2748,0.509593
2749,0.790748
2750,0.755784
2751,0.828602
2752,0.798711
2753,0.89399
2754,0.895943
2755,0.885333
2756,0.893658
2757,0.740474
2758,0.777496
2759,0.459485
2760,0.507091
2761,0.397714
2762,0.444324
2763,0.181701
2764,0.211318
2765,0.148816
2766,0.172655
2767,0.113507
2768,0.106803
2769,0.129275
2770,0.11465
2771,0.298071
2772,0.26015
2773,0.356262
2774,0.312252
2775,0.617997
2776,0.570967
2777,0.675392
2778,0.632334
2779,0.85906
2780,0.836625
2781,0.881472
2782,0.865461
2783,0.86493
2784,0.881024
2785,0.659904
2786,0.6002
2787,0.645104
2788,0.338553
2789,0.383197
2790,0.283965
2791,0.324838
2792,0.124534
2793,0.14054
2794,0.107608
2795,0.116761
2796,0.157697
2797,0.13611
2798,0.192498
2799,0.164303
2800,0.414792
2801,0.369039
2802,0.47799
2803,0.430888
2804,0.730409
2805,0.689565
2806,0.77841
2807,0.538414
2808,0.585566
2809,0.47521
2810,0.521381
2811,0.233146
2812,0.269065
2813,0.188963
2814,0.221558
2815,0.101996
2816,0.105988
2817,0.108961
2818,0.104269
2819,0.234963
2820,0.201739
2821,0.285061
2822,0.246182
2823,0.540515
2824,0.672373
2825,0.411536
2826,0.459312
2827,0.352699
2828,0.397686
2829,0.156534
2830,0.182707
2831,0.129745
2832,0.147715
2833,0.124164
2834,0.11106
2835,0.147985
2836,0.614751
2837,0.659646
2838,0.553556
2839,0.60054
2840,0.296561
2841,0.338792
2842,0.245447
2843,0.283981
2844,0.110376
2845,0.491283
2846,0.538984
2847,0.428883
2848,0.688372
2849,0.732413
2850,0.899239
2851,0.835217
2852,0.862766
2853,0.812629
2854,0.845879
2855,0.792414
2856,0.84859
2857,0.816218
2858,0.901106
2859,0.901685
2860,0.898602
2861,0.904445
2862,0.787337
2863,0.823672
2864,0.756121
2865,0.795439
2866,0.376724
2867,0.672104
2868,0.61929
2869,0.706559
2870,0.658169
2871,0.864851
2872,0.839765
2873,0.881287
2874,0.861294
2875,0.889624
2876,0.900206
2877,0.875424
2878,0.893565
2879,0.722078
2880,0.76615
2881,0.732691
2882,0.17834
2883,0.245748
2884,0.206083
2885,0.471183
2886,0.416293
2887,0.51175
2888,0.45624
2889,0.741889
2890,0.695202
2891,0.77231
2892,0.730457
2893,0.895225
2894,0.880514
2895,0.903867
2896,0.894192
2897,0.857841
2898,0.880221
2899,0.835772
2900,0.863345
2901,0.140163
2902,0.111372
2903,0.099966
2904,0.124853
2905,0.105382
2906,0.278758
2907,0.23415
2908,0.313826
2909,0.267285
2910,0.552123
2911,0.497664
2912,0.593225
2913,0.539116
2914,0.803727
2915,0.764232
2916,0.828854
2917,0.791578
2918,0.905769
2919,0.899344
2920,0.902066
2921,0.902235
2922,0.812426
2923,0.845449
2924,0.786055
2925,0.82166
2926,0.229286
2927,0.270774
2928,0.105354
2929,0.119782
2930,0.095452
2931,0.10464
2932,0.141816
2933,0.119398
2934,0.164158
2935,0.136796
2936,0.350955
2937,0.301661
2938,0.390162
2939,0.338485
2940,0.633462
2941,0.580071
2942,0.670902
2943,0.617635
2944,0.847596
2945,0.814596
2946,0.864112
2947,0.838493
2948,0.898913
2949,0.904119
2950,0.888628
2951,0.900034
2952,0.754252
2953,0.793917
2954,0.721242
2955,0.76585
2956,0.448346
2957,0.502765
2958,0.407549
2959,0.461514
2960,0.197202
2961,0.236478
2962,0.171021
2963,0.208135
2964,0.093291
2965,0.100069
2966,0.097973
2967,0.097939
2968,0.187725
2969,0.154549
2970,0.21363
2971,0.177183
2972,0.430522
2973,0.375482
2974,0.469539
2975,0.414878
2976,0.704829
2977,0.656896
2978,0.740262
2979,0.694082
2980,0.880264
2981,0.859837
2982,0.894646
2983,0.880218
2984,0.875147
2985,0.894618
2986,0.858184
2987,0.880601
2988,0.732715
2989,0.64927
2990,0.698836
2991,0.610551
2992,0.662152
2993,0.367149
2994,0.420418
2995,0.329035
2996,0.382108
2997,0.151386
2998,0.183789
2999,0.135084
3000,0.160876
3001,0.10112
3002,0.095865
3003,0.110781
3004,0.099857
3005,0.244268
3006,0.204742
3007,0.277558
3008,0.233727
3009,0.510684
3010,0.455655
3011,0.551654
3012,0.497235
3013,0.770714
3014,0.729226
3015,0.802798
3016,0.763522
3017,0.904548
3018,0.89536
3019,0.906709
3020,0.899931
3021,0.835842
3022,0.863204
3023,0.812275
3024,0.845451
3025,0.569974
3026,0.624358
3027,0.52981
3028,0.584341
3029,0.294215
3030,0.342315
3031,0.258666
3032,0.305021
3033,0.119621
3034,0.139977
3035,0.105573
3036,0.119809
3037,0.124364
3038,0.105331
3039,0.141419
3040,0.119583
3041,0.31394
3042,0.267587
3043,0.35073
3044,0.301164
3045,0.592451
3046,0.538486
3047,0.632852
3048,0.579582
3049,0.828979
3050,0.791865
3051,0.848614
3052,0.816211
3053,0.902028
3054,0.902061
3055,0.89888
3056,0.904135
3057,0.78637
3058,0.822817
3059,0.755732
3060,0.795258
3061,0.488656
3062,0.543765
3063,0.447843
3064,0.502491
3065,0.228744
3066,0.270243
3067,0.197034
3068,0.235928
3069,0.095642
3070,0.104844
3071,0.093675
3072,0.100761
3073,0.164783
3074,0.137234
3075,0.187371
3076,0.154121
3077,0.389449
3078,0.337848
3079,0.430026
3080,0.375642
3081,0.670965
3082,0.617892
3083,0.705785
3084,0.657685
3085,0.864916
3086,0.839124
3087,0.880379
3088,0.860023
3089,0.889219
3090,0.900143
3091,0.875636
3092,0.894669
3093,0.722442
3094,0.766273
3095,0.686083
3096,0.649105
3097,0.698441
3098,0.407064
3099,0.460908
3100,0.366509
3101,0.41941
3102,0.170515
3103,0.207586
3104,0.15141
3105,0.183782
3106,0.098894
3107,0.098315
3108,0.101398
3109,0.095555
3110,0.212663
3111,0.176328
3112,0.243879
3113,0.204561
3114,0.47019
3115,0.415658
3116,0.511343
3117,0.456235
3118,0.741334
3119,0.694979
3120,0.771256
3121,0.729756
3122,0.894426
3123,0.880191
3124,0.904358
3125,0.895156
3126,0.858581
3127,0.880417
3128,0.609865
3129,0.661285
3130,0.569049
3131,0.623276
3132,0.327896
3133,0.38071
3134,0.293441
3135,0.341831
3136,0.135149
3137,0.160236
3138,0.118713
3139,0.138706
3140,0.110376
3141,0.099794
3142,0.124576
3143,0.106435
3144,0.277921
3145,0.23385
3146,0.313917
3147,0.267309
3148,0.552157
3149,0.497509
3150,0.592936
3151,0.539092
3152,0.802965
3153,0.764072
3154,0.829485
3155,0.906325
3156,0.528817
3157,0.583707
3158,0.48825
3159,0.54376
3160,0.258111
3161,0.304798
3162,0.22769
3163,0.269543
3164,0.104775
3165,0.119486
3166,0.096133
3167,0.105808
3168,0.142159
3169,0.119779
3170,0.164228
3171,0.136655
3172,0.350895
3173,0.301558
3174,0.390135
3175,0.338715
3176,0.633491
3177,0.58059
3178,0.686174
3179,0.447877
3180,0.502336
3181,0.406775
3182,0.460884
3183,0.196273
3184,0.235768
3185,0.171146
3186,0.208422
3187,0.094231
3188,0.100656
3189,0.097934
3190,0.097765
3191,0.187574
3192,0.154551
3193,0.213944
3194,0.430951
3195,0.649045
3196,0.698339
3197,0.609838
3198,0.661515
3199,0.366538
3200,0.419929
3201,0.329098
3202,0.382365
3203,0.152404
3204,0.185404
3205,0.135888
3206,0.161507
3207,0.101087
3208,0.095881
3209,0.569478
3210,0.624518
3211,0.530461
3212,0.585122
3213,0.295171
3214,0.343104
3215,0.259738
3216,0.305918
3217,0.119736
3218,0.489316
3219,0.544345
3220,0.68606
3221,0.74746
3222,0.723306
3223,0.92055
3224,0.848078
3225,0.878219
3226,0.831011
3227,0.863958
3228,0.878918
3229,0.849404
3230,0.920828
3231,0.922935
3232,0.916346
3233,0.922073
3234,0.813558
3235,0.850602
3236,0.794958
3237,0.832578
3238,0.45999
3239,0.732472
3240,0.680363
3241,0.751744
3242,0.700806
3243,0.889685
3244,0.861743
3245,0.898412
3246,0.872637
3247,0.909381
3248,0.917192
3249,0.898201
3250,0.908515
3251,0.774767
3252,0.815354
3253,0.757453
3254,0.801943
3255,0.321392
3256,0.268961
3257,0.543481
3258,0.482995
3259,0.566353
3260,0.505799
3261,0.769116
3262,0.719977
3263,0.786421
3264,0.738411
3265,0.902664
3266,0.879669
3267,0.904614
3268,0.886193
3269,0.885158
3270,0.901209
3271,0.877558
3272,0.896921
3273,0.740749
3274,0.78724
3275,0.721164
3276,0.768883
3277,0.127944
3278,0.168159
3279,0.136611
3280,0.34274
3281,0.287941
3282,0.364125
3283,0.307512
3284,0.587964
3285,0.527503
3286,0.609651
3287,0.550203
3288,0.800158
3289,0.75524
3290,0.813944
3291,0.77129
3292,0.906393
3293,0.892823
3294,0.907224
3295,0.895963
3296,0.869642
3297,0.889645
3298,0.856003
3299,0.880071
3300,0.750001
3301,0.731039
3302,0.166523
3303,0.09387
3304,0.091732
3305,0.092666
3306,0.084898
3307,0.180536
3308,0.145422
3309,0.193899
3310,0.15661
3311,0.38556
3312,0.327828
3313,0.407566
3314,0.348833
3315,0.630904
3316,0.572116
3317,0.651382
3318,0.594024
3319,0.828181
3320,0.788689
3321,0.840468
3322,0.80374
3323,0.906297
3324,0.898595
3325,0.905527
3326,0.902291
3327,0.843911
3328,0.872056
3329,0.831841
3330,0.863389
3331,0.712059
3332,0.337454
3333,0.263077
3334,0.311854
3335,0.122953
3336,0.145361
3337,0.106704
3338,0.130534
3339,0.093339
3340,0.08408
3341,0.097811
3342,0.085324
3343,0.20888
3344,0.168445
3345,0.225668
3346,0.182966
3347,0.429681
3348,0.370741
3349,0.452379
3350,0.392316
3351,0.67261
3352,0.616324
3353,0.693453
3354,0.638997
3355,0.850602
3356,0.81722
3357,0.860737
3358,0.833477
3359,0.90613
3360,0.908268
3361,0.907334
3362,0.915102
3363,0.819464
3364,0.854578
3365,0.806101
3366,0.84339
3367,0.476073
3368,0.534098
3369,0.44861
3370,0.506108
3371,0.238495
3372,0.286497
3373,0.217305
3374,0.266263
3375,0.099607
3376,0.12149
3377,0.093993
3378,0.111689
3379,0.102369
3380,0.086959
3381,0.109158
3382,0.090795
3383,0.243264
3384,0.198046
3385,0.260526
3386,0.212531
3387,0.474796
3388,0.414832
3389,0.498833
3390,0.439373
3391,0.714418
3392,0.662546
3393,0.736923
3394,0.688146
3395,0.877047
3396,0.854639
3397,0.893296
3398,0.869466
3399,0.906661
3400,0.91592
3401,0.902189
3402,0.914676
3403,0.79112
3404,0.831555
3405,0.774332
3406,0.817034
3407,0.67252
3408,0.646187
3409,0.700027
3410,0.420908
3411,0.480001
3412,0.39665
3413,0.455533
3414,0.203088
3415,0.24805
3416,0.186871
3417,0.229348
3418,0.087294
3419,0.101245
3420,0.081866
3421,0.095139
3422,0.118487
3423,0.09545
3424,0.126038
3425,0.101302
3426,0.280087
3427,0.231005
3428,0.302156
3429,0.25254
3430,0.523927
3431,0.465902
3432,0.55139
3433,0.493892
3434,0.761505
3435,0.713503
3436,0.782695
3437,0.733737
3438,0.900393
3439,0.87851
3440,0.906007
3441,0.888311
3442,0.897631
3443,0.913041
3444,0.890842
3445,0.909205
3446,0.756736
3447,0.801954
3448,0.739474
3449,0.787469
3450,0.621781
3451,0.677451
3452,0.597871
3453,0.654494
3454,0.373569
3455,0.431347
3456,0.350944
3457,0.408324
3458,0.170005
3459,0.211202
3460,0.157396
3461,0.194677
3462,0.079465
3463,0.087356
3464,0.077547
3465,0.083031
3466,0.138085
3467,0.110574
3468,0.151922
3469,0.121781
3470,0.32748
3471,0.276694
3472,0.353813
3473,0.299973
3474,0.579092
3475,0.519999
3476,0.60335
3477,0.544467
3478,0.796912
3479,0.75195
3480,0.813129
3481,0.770652
3482,0.912706
3483,0.898755
3484,0.918134
3485,0.904861
3486,0.881513
3487,0.90455
3488,0.873962
3489,0.898698
3490,0.719914
3491,0.768995
3492,0.573928
3493,0.632074
3494,0.550249
3495,0.609834
3496,0.329166
3497,0.38542
3498,0.307796
3499,0.36263
3500,0.143049
3501,0.178345
3502,0.131497
3503,0.164928
3504,0.077632
3505,0.07945
3506,0.079172
3507,0.077065
3508,0.168989
3509,0.136042
3510,0.186442
3511,0.149398
3512,0.378219
3513,0.322549
3514,0.402129
3515,0.345506
3516,0.626431
3517,0.568653
3518,0.649056
3519,0.591676
3520,0.829995
3521,0.788798
3522,0.842604
3523,0.805323
3524,0.920535
3525,0.912644
3526,0.922453
3527,0.916969
3528,0.861915
3529,0.889426
3530,0.527088
3531,0.586944
3532,0.502988
3533,0.563307
3534,0.286912
3535,0.340829
3536,0.267528
3537,0.319637
3538,0.121082
3539,0.150596
3540,0.110314
3541,0.138257
3542,0.083654
3543,0.077927
3544,0.090619
3545,0.082808
3546,0.205042
3547,0.167422
3548,0.225233
3549,0.184646
3550,0.426072
3551,0.367926
3552,0.449751
3553,0.390166
3554,0.670834
3555,0.61458
3556,0.692204
3557,0.63737
3558,0.856951
3559,0.821655
3560,0.868503
3561,0.835072
3562,0.922368
3563,0.699982
3564,0.479811
3565,0.54001
3566,0.456519
3567,0.517005
3568,0.248256
3569,0.299194
3570,0.230884
3571,0.280023
3572,0.101588
3573,0.127363
3574,0.097336
3575,0.120331
3576,0.101799
3577,0.091485
3578,0.114842
3579,0.098791
3580,0.242547
3581,0.198057
3582,0.259251
3583,0.21276
3584,0.472912
3585,0.413056
3586,0.497012
3587,0.436693
3588,0.713088
3589,0.659171
3590,0.678608
3591,0.65726
3592,0.433647
3593,0.494201
3594,0.412036
3595,0.472497
3596,0.213579
3597,0.261589
3598,0.199842
3599,0.24476
3600,0.095386
3601,0.113807
3602,0.093607
3603,0.107177
3604,0.122441
3605,0.103079
3606,0.130358
3607,0.110355
3608,0.278836
3609,0.231117
3610,0.300018
3611,0.249999
3612,0.520189
3613,0.635876
3614,0.692488
3615,0.61444
3616,0.672172
3617,0.390349
3618,0.449797
