,Calculated atomic coordinates w'
1871,0.30131
1872,0.332448
1873,0.328825
1874,0.360039
1875,0.389292
1876,0.420339
1877,0.416783
1878,0.447857
1879,0.477154
1880,0.508271
1881,0.504662
1882,0.535794
1883,0.565104
1884,0.596226
1885,0.59247
1886,0.623607
1887,0.652901
1888,0.683994
1889,0.680298
1890,0.711439
1891,0.740769
1892,0.771945
1893,0.768389
1894,0.799541
1895,0.828825
1896,0.860039
1897,0.856341
1898,0.887539
1899,0.916783
1900,0.947857
1901,0.944203
1902,0.975332
1903,0.273682
1904,0.304841
1905,0.334164
1906,0.365326
1907,0.361774
1908,0.392848
1909,0.422106
1910,0.453309
1911,0.449649
1912,0.480829
1913,0.510017
1914,0.541165
1915,0.537607
1916,0.568711
1917,0.598053
1918,0.629192
1919,0.625474
1920,0.656558
1921,0.685789
1922,0.716975
1923,0.713228
1924,0.744421
1925,0.773682
1926,0.804841
1927,0.80131
1928,0.832448
1929,0.861774
1930,0.892848
1931,0.889292
1932,0.920339
1933,0.949649
1934,0.980829
1935,0.977154
1936,0.306673
1937,0.367103
1938,0.394622
1939,0.425813
1940,0.455109
1941,0.486278
1942,0.482687
1943,0.513842
1944,0.543019
1945,0.574169
1946,0.570493
1947,0.601638
1948,0.630971
1949,0.662127
1950,0.658431
1951,0.689611
1952,0.718828
1953,0.749981
1954,0.746237
1955,0.777408
1956,0.806673
1957,0.837777
1958,0.834164
1959,0.865326
1960,0.894622
1961,0.925813
1962,0.922107
1963,0.953309
1964,0.982687
1965,0.427606
1966,0.488089
1967,0.515618
1968,0.546805
1969,0.57602
1970,0.607224
1971,0.60346
1972,0.634672
1973,0.663975
1974,0.695129
1975,0.691346
1976,0.722498
1977,0.751783
1978,0.782943
1979,0.779252
1980,0.810348
1981,0.839614
1982,0.870835
1983,0.867103
1984,0.898307
1985,0.927606
1986,0.958781
1987,0.955109
1988,0.986278
1989,0.548583
1990,0.609007
1991,0.640206
1992,0.636554
1993,0.66768
1994,0.696968
1995,0.728125
1996,0.724333
1997,0.755483
1998,0.784823
1999,0.816006
2000,0.81218
2001,0.843363
2002,0.872669
2003,0.903787
2004,0.900125
2005,0.93124
2006,0.960548
2007,0.991718
2008,0.988089
2009,0.669545
2010,0.70066
2011,0.729976
2012,0.761163
2013,0.757374
2014,0.788546
2015,0.817874
2016,0.849018
2017,0.845232
2018,0.876367
2019,0.905683
2020,0.936792
2021,0.933059
2022,0.964217
2023,0.993503
2024,0.790437
2025,0.82157
2026,0.850876
2027,0.882018
2028,0.878221
2029,0.909386
2030,0.938716
2031,0.969918
2032,0.966067
2033,0.997309
2034,0.911237
2035,0.942408
2036,0.97174
2037,0.999174
2038,0.010201
2039,0.019028
2040,0.001355
2041,0.027814
2042,0.071524
2043,0.036633
2044,0.080308
2045,0.106792
2046,0.150556
2047,0.010388
2048,0.054164
2049,0.019084
2050,0.06283
2051,0.089319
2052,0.133087
2053,0.098051
2054,0.1418
2055,0.168336
2056,0.212051
2057,0.036601
2058,0.001574
2059,0.0453
2060,0.071869
2061,0.115526
2062,0.080689
2063,0.124399
2064,0.150853
2065,0.194553
2066,0.159484
2067,0.203213
2068,0.229691
2069,0.273354
2070,0.238528
2071,0.282152
2072,0.30862
2073,0.352314
2074,0.027898
2075,0.054318
2076,0.097954
2077,0.063047
2078,0.106704
2079,0.13314
2080,0.176817
2081,0.141971
2082,0.185616
2083,0.212111
2084,0.255779
2085,0.220909
2086,0.264583
2087,0.291048
2088,0.334824
2089,0.299823
2090,0.343572
2091,0.370105
2092,0.413867
2093,0.045472
2094,0.089104
2095,0.115618
2096,0.159325
2097,0.12431
2098,0.168035
2099,0.194578
2100,0.238312
2101,0.203305
2102,0.247044
2103,0.273573
2104,0.317348
2105,0.282315
2106,0.326077
2107,0.352611
2108,0.396368
2109,0.361423
2110,0.405133
2111,0.431624
2112,0.47527
2113,0.440368
2114,0.484091
2115,0.177124
2116,0.220879
2117,0.185805
2118,0.22959
2119,0.25606
2120,0.299779
2121,0.264832
2122,0.308543
2123,0.335094
2124,0.378776
2125,0.343872
2126,0.387565
2127,0.414061
2128,0.45768
2129,0.42279
2130,0.466456
2131,0.492788
2132,0.536497
2133,0.50176
2134,0.545436
2135,0.571872
2136,0.615551
2137,0.247399
2138,0.291054
2139,0.317455
2140,0.36117
2141,0.326099
2142,0.369821
2143,0.396369
2144,0.440077
2145,0.405193
2146,0.448829
2147,0.475339
2148,0.519093
2149,0.48406
2150,0.527768
2151,0.554275
2152,0.598019
2153,0.563078
2154,0.606819
2155,0.633337
2156,0.677061
2157,0.642086
2158,0.685867
2159,0.378857
2160,0.422556
2161,0.387564
2162,0.43129
2163,0.457826
2164,0.5016
2165,0.466585
2166,0.510361
2167,0.5369
2168,0.580615
2169,0.545641
2170,0.58933
2171,0.615834
2172,0.659546
2173,0.624519
2174,0.668222
2175,0.694631
2176,0.738282
2177,0.703576
2178,0.747212
2179,0.773616
2180,0.81723
2181,0.449084
2182,0.492844
2183,0.519334
2184,0.563017
2185,0.528145
2186,0.571811
2187,0.598265
2188,0.641862
2189,0.607047
2190,0.650688
2191,0.677135
2192,0.720811
2193,0.685922
2194,0.729565
2195,0.755955
2196,0.799653
2197,0.764762
2198,0.8084
2199,0.834854
2200,0.878555
2201,0.510546
2202,0.554199
2203,0.580663
2204,0.624312
2205,0.589412
2206,0.63306
2207,0.659456
2208,0.703186
2209,0.668289
2210,0.711968
2211,0.738536
2212,0.782257
2213,0.747282
2214,0.790994
2215,0.817467
2216,0.861184
2217,0.826133
2218,0.869888
2219,0.89638
2220,0.940094
2221,0.905191
2222,0.948905
2223,0.975372
2224,0.650743
2225,0.69446
2226,0.721013
2227,0.764737
2228,0.729736
2229,0.773493
2230,0.800006
2231,0.843674
2232,0.808774
2233,0.852506
2234,0.878949
2235,0.922572
2236,0.887694
2237,0.931356
2238,0.957682
2239,0.966558
2240,0.712387
2241,0.756034
2242,0.782518
2243,0.826179
2244,0.791127
2245,0.8348
2246,0.861192
2247,0.904861
2248,0.870122
2249,0.913743
2250,0.94016
2251,0.98384
2252,0.949052
2253,0.99271
2254,0.843732
2255,0.887467
2256,0.852498
2257,0.896173
2258,0.922624
2259,0.966387
2260,0.931367
2261,0.975086
2262,0.913975
2263,0.95771
2264,0.984205
2265,0.992875
2266,0.002579
2267,0.017426
2268,0.015173
2269,0.054934
2270,0.030115
2271,0.069879
2272,0.097412
2273,0.137093
2274,0.025004
2275,0.040026
2276,0.067556
2277,0.107258
2278,0.082434
2279,0.12214
2280,0.149605
2281,0.189245
2282,0.164464
2283,0.204133
2284,0.009976
2285,0.037545
2286,0.077306
2287,0.052617
2288,0.092351
2289,0.119826
2290,0.159554
2291,0.134658
2292,0.174336
2293,0.201685
2294,0.241281
2295,0.216543
2296,0.256173
2297,0.28358
2298,0.323155
2299,0.007648
2300,0.047378
2301,0.022564
2302,0.062305
2303,0.089805
2304,0.129467
2305,0.104882
2306,0.14459
2307,0.172025
2308,0.211634
2309,0.186874
2310,0.226515
2311,0.253753
2312,0.293365
2313,0.268581
2314,0.308199
2315,0.335571
2316,0.375218
2317,0.350458
2318,0.390053
2319,0.032397
2320,0.059943
2321,0.099755
2322,0.074866
2323,0.114591
2324,0.141966
2325,0.181667
2326,0.15702
2327,0.196691
2328,0.224057
2329,0.263682
2330,0.238964
2331,0.278547
2332,0.305793
2333,0.345364
2334,0.320662
2335,0.360249
2336,0.387638
2337,0.427198
2338,0.40255
2339,0.442127
2340,0.469446
2341,0.509028
2342,0.04502
2343,0.084818
2344,0.112323
2345,0.151955
2346,0.127189
2347,0.166889
2348,0.194159
2349,0.233798
2350,0.209126
2351,0.248789
2352,0.276125
2353,0.315726
2354,0.29099
2355,0.330587
2356,0.357827
2357,0.397435
2358,0.372662
2359,0.412278
2360,0.439636
2361,0.479288
2362,0.454554
2363,0.4942
2364,0.521537
2365,0.561177
2366,0.53641
2367,0.576088
2368,0.179405
2369,0.219043
2370,0.246297
2371,0.285937
2372,0.26122
2373,0.300786
2374,0.328137
2375,0.367746
2376,0.343075
2377,0.382644
2378,0.409895
2379,0.449502
2380,0.424737
2381,0.464326
2382,0.491705
2383,0.531319
2384,0.506686
2385,0.546287
2386,0.573625
2387,0.613291
2388,0.58857
2389,0.628221
2390,0.655748
2391,0.695472
2392,0.231539
2393,0.271161
2394,0.298436
2395,0.338043
2396,0.313228
2397,0.352882
2398,0.380212
2399,0.41981
2400,0.395077
2401,0.434724
2402,0.462005
2403,0.501629
2404,0.476794
2405,0.516447
2406,0.543809
2407,0.583473
2408,0.558753
2409,0.598463
2410,0.625825
2411,0.665538
2412,0.640733
2413,0.680441
2414,0.708016
2415,0.747768
2416,0.722961
2417,0.762755
2418,0.830053
2419,0.365344
2420,0.4049
2421,0.432238
2422,0.471877
2423,0.447186
2424,0.48677
2425,0.514104
2426,0.553744
2427,0.528913
2428,0.568513
2429,0.595919
2430,0.635586
2431,0.610952
2432,0.650577
2433,0.678102
2434,0.71785
2435,0.692976
2436,0.732708
2437,0.760351
2438,0.800138
2439,0.775401
2440,0.815219
2441,0.842739
2442,0.88255
2443,0.417364
2444,0.457004
2445,0.484342
2446,0.523946
2447,0.499251
2448,0.538907
2449,0.566271
2450,0.605898
2451,0.581045
2452,0.620701
2453,0.648082
2454,0.6878
2455,0.663074
2456,0.702829
2457,0.730421
2458,0.770238
2459,0.745331
2460,0.785162
2461,0.812764
2462,0.852675
2463,0.827913
2464,0.86783
2465,0.895323
2466,0.935173
2467,0.91016
2468,0.949975
2469,0.551364
2470,0.590993
2471,0.618382
2472,0.658082
2473,0.633215
2474,0.672859
2475,0.700304
2476,0.740037
2477,0.715357
2478,0.755118
2479,0.782865
2480,0.822645
2481,0.797799
2482,0.837629
2483,0.86529
2484,0.905107
2485,0.880439
2486,0.920282
2487,0.947856
2488,0.987603
2489,0.962784
2490,0.603548
2491,0.643239
2492,0.670686
2493,0.710385
2494,0.685418
2495,0.725148
2496,0.752585
2497,0.792442
2498,0.76762
2499,0.807407
2500,0.835193
2501,0.875047
2502,0.850265
2503,0.890077
2504,0.917755
2505,0.957592
2506,0.932848
2507,0.972643
2508,0.737816
2509,0.7776
2510,0.805157
2511,0.84496
2512,0.820028
2513,0.859888
2514,0.887715
2515,0.927537
2516,0.902671
2517,0.942491
2518,0.970175
2519,0.985244
2520,0.790263
2521,0.857682
2522,0.897536
2523,0.872591
2524,0.912447
2525,0.940197
2526,0.980041
2527,0.955133
2528,0.994969
2529,0.925136
2530,0.964935
2531,0.992632
2532,0.977593
2533,0.015121
2534,0.004473
2535,0.040342
2536,0.023528
2537,0.059403
2538,0.086742
2539,0.122564
2540,0.002272
2541,0.021304
2542,0.048781
2543,0.084613
2544,0.067889
2545,0.103686
2546,0.131027
2547,0.16687
2548,0.15005
2549,0.185936
2550,0.213412
2551,0.249242
2552,0.010707
2553,0.046569
2554,0.029764
2555,0.065628
2556,0.093061
2557,0.128965
2558,0.112182
2559,0.148059
2560,0.175371
2561,0.211194
2562,0.194388
2563,0.230145
2564,0.257674
2565,0.293477
2566,0.008699
2567,0.027633
2568,0.055102
2569,0.090904
2570,0.074007
2571,0.109859
2572,0.137403
2573,0.173219
2574,0.156411
2575,0.192232
2576,0.219628
2577,0.255517
2578,0.238693
2579,0.274577
2580,0.301973
2581,0.337871
2582,0.320898
2583,0.356793
2584,0.384212
2585,0.420063
2586,0.017133
2587,0.05297
2588,0.036118
2589,0.071915
2590,0.099295
2591,0.135157
2592,0.11843
2593,0.154234
2594,0.181758
2595,0.217606
2596,0.200614
2597,0.236515
2598,0.263982
2599,0.299812
2600,0.283017
2601,0.318865
2602,0.346342
2603,0.382163
2604,0.365278
2605,0.401108
2606,0.428486
2607,0.464357
2608,0.447465
2609,0.4833
2610,0.546569
2611,0.033939
2612,0.061388
2613,0.097268
2614,0.080407
2615,0.116304
2616,0.143634
2617,0.179467
2618,0.162614
2619,0.198502
2620,0.225987
2621,0.261807
2622,0.244976
2623,0.280761
2624,0.308249
2625,0.344134
2626,0.327358
2627,0.363193
2628,0.390641
2629,0.426487
2630,0.409658
2631,0.445479
2632,0.472863
2633,0.508699
2634,0.491791
2635,0.527633
2636,0.555102
2637,0.590904
2638,0.042479
2639,0.078365
2640,0.105777
2641,0.14158
2642,0.124773
2643,0.160612
2644,0.187978
2645,0.22382
2646,0.207024
2647,0.242808
2648,0.270269
2649,0.306144
2650,0.289161
2651,0.325023
2652,0.352608
2653,0.388434
2654,0.371565
2655,0.407411
2656,0.434907
2657,0.470755
2658,0.453905
2659,0.489738
2660,0.517134
2661,0.55297
2662,0.536118
2663,0.571915
2664,0.599295
2665,0.635157
2666,0.61843
2667,0.654234
2668,0.681758
2669,0.717606
2670,0.169101
2671,0.204965
2672,0.232265
2673,0.268152
2674,0.251301
2675,0.287201
2676,0.314676
2677,0.350477
2678,0.333481
2679,0.369284
2680,0.396829
2681,0.432677
2682,0.415925
2683,0.45175
2684,0.479286
2685,0.515121
2686,0.498116
2687,0.533939
2688,0.561388
2689,0.597268
2690,0.580407
2691,0.616304
2692,0.643634
2693,0.679467
2694,0.662614
2695,0.698502
2696,0.725987
2697,0.761807
2698,0.780761
2699,0.276639
2700,0.312415
2701,0.29562
2702,0.331409
2703,0.358867
2704,0.394726
2705,0.377792
2706,0.413685
2707,0.441174
2708,0.47704
2709,0.460122
2710,0.495987
2711,0.523528
2712,0.559403
2713,0.542479
2714,0.578365
2715,0.605777
2716,0.64158
2717,0.624773
2718,0.660612
2719,0.687978
2720,0.72382
2721,0.707024
2722,0.742808
2723,0.770269
2724,0.806144
2725,0.78916
2726,0.825023
2727,0.852608
2728,0.888434
2729,0.339901
2730,0.375756
2731,0.403205
2732,0.439016
2733,0.422125
2734,0.45795
2735,0.485458
2736,0.521304
2737,0.504473
2738,0.540342
2739,0.567889
2740,0.603686
2741,0.586742
2742,0.622564
2743,0.65005
2744,0.685936
2745,0.669101
2746,0.704965
2747,0.732265
2748,0.768152
2749,0.751301
2750,0.787201
2751,0.814676
2752,0.850477
2753,0.833481
2754,0.869284
2755,0.896829
2756,0.932677
2757,0.915925
2758,0.95175
2759,0.466435
2760,0.502272
2761,0.529764
2762,0.565628
2763,0.548781
2764,0.584613
2765,0.612182
2766,0.648059
2767,0.631027
2768,0.66687
2769,0.694388
2770,0.730145
2771,0.713412
2772,0.749242
2773,0.776639
2774,0.812415
2775,1.0
2776,0.831409
2777,0.858867
2778,0.894726
2779,0.877792
2780,0.913685
2781,0.941174
2782,0.97704
2783,0.960122
2784,0.995987
2785,0.510707
2786,0.574007
2787,0.609859
2788,0.593061
2789,0.628965
2790,0.656411
2791,0.692232
2792,0.675371
2793,0.711194
2794,0.738693
2795,0.774577
2796,0.757674
2797,0.793477
2798,0.820898
2799,0.856793
2800,0.839901
2801,0.875756
2802,0.903205
2803,0.939016
2804,0.922125
2805,0.95795
2806,0.985458
2807,0.637403
2808,0.673219
2809,0.700614
2810,0.736515
2811,0.719628
2812,0.755517
2813,0.783016
2814,0.818865
2815,0.801973
2816,0.837871
2817,0.865278
2818,0.901108
2819,0.884212
2820,0.920063
2821,0.947465
2822,0.9833
2823,0.966435
2824,0.744976
2825,0.763982
2826,0.799812
2827,0.827358
2828,0.863192
2829,0.846342
2830,0.882163
2831,0.909658
2832,0.945479
2833,0.928486
2834,0.964357
2835,0.991791
2836,0.808249
2837,0.844134
2838,0.871565
2839,0.907411
2840,0.890641
2841,0.926487
2842,0.953905
2843,0.989738
2844,0.972863
2845,0.934907
2846,0.970755
2847,0.998116
2848,0.979286
2849,0.013235
2850,0.02948
2851,0.018683
2852,0.050895
2853,0.077785
2854,0.11001
2855,0.007928
2856,0.034914
2857,0.067115
2858,0.056364
2859,0.088611
2860,0.115449
2861,0.147662
2862,0.136962
2863,0.169169
2864,0.196061
2865,0.228331
2866,0.024089
2867,0.013371
2868,0.0456
2869,0.072557
2870,0.104791
2871,0.094035
2872,0.126189
2873,0.153013
2874,0.185223
2875,0.17463
2876,0.206823
2877,0.23377
2878,0.265978
2879,0.255295
2880,0.287492
2881,0.346642
2882,0.002498
2883,0.029399
2884,0.061588
2885,0.051039
2886,0.083251
2887,0.110174
2888,0.142347
2889,0.13166
2890,0.163855
2891,0.190701
2892,0.22297
2893,0.212142
2894,0.244349
2895,0.2713
2896,0.303614
2897,0.292913
2898,0.325134
2899,0.352034
2900,0.384271
2901,0.018481
2902,0.007911
2903,0.040082
2904,0.067039
2905,0.0992
2906,0.088555
2907,0.120716
2908,0.147649
2909,0.179898
2910,0.16929
2911,0.201455
2912,0.228369
2913,0.260606
2914,0.249844
2915,0.282116
2916,0.309067
2917,0.341282
2918,0.330546
2919,0.362798
2920,0.389689
2921,0.421924
2922,0.411189
2923,0.443378
2924,0.470293
2925,0.502498
2926,0.023945
2927,0.056231
2928,0.045369
2929,0.077575
2930,0.104509
2931,0.136799
2932,0.126135
2933,0.158363
2934,0.185301
2935,0.217537
2936,0.206798
2937,0.239014
2938,0.265984
2939,0.298212
2940,0.287488
2941,0.319673
2942,0.346648
2943,0.378798
2944,0.368238
2945,0.400398
2946,0.427302
2947,0.459449
2948,0.44879
2949,0.480957
2950,0.507911
2951,0.540082
2952,0.529399
2953,0.561588
2954,0.588555
2955,0.620716
2956,0.002527
2957,0.034757
2958,0.061691
2959,0.09391
2960,0.083061
2961,0.115371
2962,0.142274
2963,0.174453
2964,0.163752
2965,0.196021
2966,0.222965
2967,0.255203
2968,0.244411
2969,0.276597
2970,0.303555
2971,0.335783
2972,0.325117
2973,0.35729
2974,0.384247
2975,0.416524
2976,0.405774
2977,0.437973
2978,0.464848
2979,0.497066
2980,0.486298
2981,0.518481
2982,0.545369
2983,0.577575
2984,0.567039
2985,0.5992
2986,0.626135
2987,0.658363
2988,0.679898
2989,0.040151
2990,0.072408
2991,0.099377
2992,0.131589
2993,0.120743
2994,0.15296
2995,0.179829
2996,0.212012
2997,0.20145
2998,0.233633
2999,0.260592
3000,0.292753
3001,0.282029
3002,0.314217
3003,0.341224
3004,0.373451
3005,0.362692
3006,0.394969
3007,0.421943
3008,0.454143
3009,0.443384
3010,0.475581
3011,0.502527
3012,0.534757
3013,0.523945
3014,0.556231
3015,0.583061
3016,0.615371
3017,0.604509
3018,0.636799
3019,0.663752
3020,0.696021
3021,0.685301
3022,0.717537
3023,0.744411
3024,0.776597
3025,0.15846
3026,0.190651
3027,0.217542
3028,0.249844
3029,0.238993
3030,0.27123
3031,0.298175
3032,0.330397
3033,0.319588
3034,0.351801
3035,0.378751
3036,0.410996
3037,0.400424
3038,0.432617
3039,0.459572
3040,0.49182
3041,0.480988
3042,0.513235
3043,0.540151
3044,0.572408
3045,0.561691
3046,0.59391
3047,0.620743
3048,0.65296
3049,0.642274
3050,0.674453
3051,0.70145
3052,0.733633
3053,0.722965
3054,0.755203
3055,0.782029
3056,0.814217
3057,0.803555
3058,0.835783
3059,0.862692
3060,0.894969
3061,0.276744
3062,0.30895
3063,0.335855
3064,0.3681
3065,0.357301
3066,0.389595
3067,0.41648
3068,0.448791
3069,0.437951
3070,0.470248
3071,0.497215
3072,0.52948
3073,0.518683
3074,0.550895
3075,0.577785
3076,0.61001
3077,0.599377
3078,0.631589
3079,0.65846
3080,0.690651
3081,0.679829
3082,0.712012
3083,0.738993
3084,0.77123
3085,0.760592
3086,0.792753
3087,0.819588
3088,0.851801
3089,0.841224
3090,0.873451
3091,1.0
3092,0.932617
3093,0.921943
3094,0.954143
3095,0.31438
3096,0.373562
3097,0.405805
3098,0.395034
3099,0.427294
3100,0.454194
3101,0.486415
3102,0.475717
3103,0.507928
3104,0.534914
3105,0.567115
3106,0.556364
3107,0.588611
3108,0.615449
3109,0.647662
3110,0.636962
3111,0.669169
3112,0.696061
3113,0.728331
3114,0.717542
3115,0.749844
3116,0.776744
3117,0.80895
3118,0.798175
3119,0.830397
3120,0.857301
3121,0.889595
3122,0.878751
3123,0.910996
3124,0.937951
3125,0.970248
3126,0.959572
3127,0.99182
3128,0.432738
3129,0.464987
3130,0.49188
3131,0.524089
3132,0.513371
3133,0.5456
3134,0.572557
3135,0.604791
3136,0.594035
3137,0.626189
3138,0.653013
3139,0.685223
3140,0.67463
3141,0.706823
3142,0.73377
3143,0.765978
3144,0.755295
3145,0.787492
3146,0.81438
3147,0.846642
3148,0.835855
3149,0.8681
3150,0.895034
3151,0.927294
3152,0.91648
3153,0.948791
3154,0.975717
3155,0.997215
3156,0.551039
3157,0.583251
3158,0.610174
3159,0.642347
3160,0.63166
3161,0.663855
3162,0.690701
3163,0.72297
3164,0.712142
3165,0.744349
3166,0.7713
3167,0.803614
3168,0.792913
3169,0.825134
3170,0.852034
3171,0.884271
3172,0.873562
3173,0.905805
3174,0.932738
3175,0.964987
3176,0.954194
3177,0.986415
3178,0.647649
3179,0.66929
3180,0.701455
3181,0.728369
3182,0.760606
3183,0.749844
3184,0.782116
3185,0.809067
3186,0.841282
3187,0.830546
3188,0.862798
3189,0.889689
3190,0.921924
3191,0.911189
3192,0.943378
3193,0.970293
3194,0.99188
3195,0.706798
3196,0.739014
3197,0.765984
3198,0.798212
3199,0.787488
3200,0.819673
3201,0.846648
3202,0.878798
3203,0.868238
3204,0.900398
3205,0.927302
3206,0.959449
3207,0.94879
3208,0.980957
3209,0.825117
3210,0.85729
3211,0.884247
3212,0.916524
3213,0.905774
3214,0.937973
3215,0.964848
3216,0.997066
3217,0.986298
3218,0.943384
3219,0.975581
3220,0.980988
3221,0.012131
3222,0.067203
3223,0.02101
3224,0.015122
3225,0.044139
3226,0.070259
3227,0.099275
3228,0.024099
3229,0.053199
3230,0.047213
3231,0.07627
3232,0.102418
3233,0.131491
3234,0.125214
3235,0.154251
3236,0.18014
3237,0.20928
3238,0.007149
3239,0.00112
3240,0.0302
3241,0.056304
3242,0.085306
3243,0.079349
3244,0.108391
3245,0.134524
3246,0.16353
3247,0.157503
3248,0.18657
3249,0.212568
3250,0.241611
3251,0.235127
3252,0.264228
3253,0.290149
3254,0.319145
3255,0.010122
3256,0.039049
3257,0.033222
3258,0.062216
3259,0.088272
3260,0.117208
3261,0.111425
3262,0.14041
3263,0.166498
3264,0.195407
3265,0.189656
3266,0.218621
3267,0.244717
3268,0.27366
3269,0.267499
3270,0.296532
3271,0.322334
3272,0.351338
3273,0.345094
3274,0.374082
3275,0.400051
3276,0.429031
3277,0.015952
3278,0.042053
3279,0.071017
3280,0.065156
3281,0.094093
3282,0.120157
3283,0.149065
3284,0.143321
3285,0.172237
3286,0.198338
3287,0.227272
3288,0.22154
3289,0.250459
3290,0.276572
3291,0.305515
3292,0.299626
3293,0.328579
3294,0.354453
3295,0.383367
3296,0.377141
3297,0.406119
3298,0.432057
3299,0.461006
3300,0.484026
3301,0.539049
3302,0.025256
3303,0.019014
3304,0.047999
3305,0.074095
3306,0.103115
3307,0.097098
3308,0.126062
3309,0.152135
3310,0.181215
3311,0.175194
3312,0.204226
3313,0.2303
3314,0.259344
3315,0.2534
3316,0.282396
3317,0.308531
3318,0.337555
3319,0.331536
3320,0.360478
3321,0.386448
3322,0.415372
3323,0.409214
3324,0.438151
3325,0.46406
3326,0.493008
3327,0.487023
3328,0.515952
3329,0.542053
3330,0.571017
3331,0.594093
3332,0.002684
3333,0.02855
3334,0.057692
3335,0.051162
3336,0.08027
3337,0.106253
3338,0.135371
3339,0.129171
3340,0.158251
3341,0.184321
3342,0.213392
3343,0.20733
3344,0.236381
3345,0.26247
3346,0.291507
3347,0.285489
3348,0.314546
3349,0.340705
3350,0.36975
3351,0.363613
3352,0.392606
3353,0.418576
3354,0.447633
3355,0.441289
3356,0.470277
3357,0.496178
3358,0.525256
3359,0.519014
3360,0.547999
3361,0.574095
3362,0.603115
3363,0.597098
3364,0.626062
3365,0.652135
3366,0.681215
3367,0.005954
3368,0.03509
3369,0.060875
3370,0.08996
3371,0.083491
3372,0.112603
3373,0.138469
3374,0.167442
3375,0.161349
3376,0.190383
3377,0.216409
3378,0.245395
3379,0.239443
3380,0.268462
3381,0.294536
3382,0.323494
3383,0.317657
3384,0.346667
3385,0.37283
3386,0.401829
3387,0.39584
3388,0.424892
3389,0.450922
3390,0.480016
3391,0.473573
3392,0.502684
3393,0.52855
3394,0.557692
3395,0.551162
3396,0.58027
3397,0.606253
3398,0.635371
3399,0.629171
3400,0.658251
3401,0.684321
3402,0.713392
3403,0.70733
3404,0.736381
3405,0.76247
3406,0.791507
3407,0.038138
3408,0.093056
3409,0.122067
3410,0.115748
3411,0.144704
3412,0.170611
3413,0.199589
3414,0.1934
3415,0.222414
3416,0.24844
3417,0.277476
3418,0.271392
3419,0.300381
3420,0.326432
3421,0.355492
3422,0.34962
3423,0.378646
3424,0.404785
3425,0.433773
3426,0.427953
3427,0.456978
3428,0.483111
3429,0.512131
3430,0.505954
3431,0.53509
3432,0.560875
3433,0.58996
3434,0.583491
3435,0.612603
3436,0.638469
3437,0.667442
3438,0.661349
3439,0.690383
3440,0.716409
3441,0.745395
3442,0.739443
3443,0.768462
3444,0.794536
3445,0.823494
3446,0.817657
3447,0.846667
3448,0.87283
3449,0.901829
3450,0.14787
3451,0.176896
3452,0.202763
3453,0.231854
3454,0.225576
3455,0.254632
3456,0.280646
3457,0.309717
3458,0.303479
3459,0.332538
3460,0.358591
3461,0.387661
3462,0.381603
3463,0.0
3464,0.436727
3465,0.46578
3466,0.459926
3467,0.488915
3468,0.515122
3469,0.544139
3470,0.538138
3471,0.567203
3472,0.593056
3473,0.622067
3474,0.615748
3475,0.644704
3476,0.670611
3477,0.699589
3478,0.6934
3479,0.722414
3480,0.74844
3481,0.777476
3482,0.771392
3483,0.800381
3484,0.826432
3485,0.855492
3486,0.84962
3487,0.878646
3488,0.904785
3489,0.933773
3490,0.927953
3491,0.956978
3492,0.257836
3493,0.286895
3494,0.312934
3495,0.341951
3496,0.335749
3497,0.364814
3498,0.390843
3499,0.419918
3500,0.413745
3501,0.442829
3502,0.468911
3503,0.497972
3504,0.491935
3505,0.52101
3506,0.547213
3507,0.57627
3508,0.570259
3509,0.599275
3510,0.625214
3511,0.654251
3512,0.64787
3513,0.676896
3514,0.702763
3515,0.731854
3516,0.725576
3517,0.754632
3518,0.780646
3519,0.809717
3520,0.803479
3521,0.832538
3522,0.858591
3523,0.887661
3524,0.881603
3525,0.91063
3526,0.936727
3527,0.96578
3528,0.959926
3529,0.988916
3530,0.36798
3531,0.397008
3532,0.423053
3533,0.452064
3534,0.446004
3535,0.475045
3536,0.50112
3537,0.5302
3538,0.524099
3539,0.553199
3540,0.579349
3541,0.608391
3542,0.602418
3543,0.631491
3544,0.657503
3545,0.68657
3546,0.68014
3547,0.70928
3548,0.735127
3549,0.764228
3550,0.757836
3551,0.786895
3552,0.812934
3553,0.841951
3554,0.835749
3555,0.864814
3556,0.890843
3557,0.919918
3558,0.913745
3559,0.942829
3560,0.968911
3561,0.997972
3562,0.991935
3563,0.455056
3564,0.478146
3565,0.507149
3566,0.533222
3567,0.562216
3568,0.556304
3569,0.585306
3570,0.611425
3571,0.64041
3572,0.634524
3573,0.66353
3574,0.689656
3575,0.718621
3576,0.712568
3577,0.741611
3578,0.767499
3579,0.796532
3580,0.790149
3581,0.819145
3582,0.845094
3583,0.874082
3584,0.86798
3585,0.897008
3586,0.923053
3587,0.952064
3588,0.946004
3589,0.975045
3590,0.510122
3591,0.565156
3592,0.588272
3593,0.617208
3594,0.643321
3595,0.672237
3596,0.666498
3597,0.695407
3598,0.72154
3599,0.750459
3600,0.744717
3601,0.77366
3602,0.799626
3603,0.828579
3604,0.822334
3605,0.851338
3606,0.877141
3607,0.906119
3608,0.900051
3609,0.929031
3610,0.955056
3611,0.984026
3612,0.978146
3613,0.620157
3614,0.649065
3615,0.675194
3616,0.704226
3617,0.698338
3618,0.727272
