,Calculated atomic coordinates u'
1871,0.666796
1872,0.727481
1873,0.434002
1874,0.503339
1875,0.419513
1876,0.489928
1877,0.212502
1878,0.268376
1879,0.205083
1880,0.256002
1881,0.099888
1882,0.117854
1883,0.09947
1884,0.116007
1885,0.139406
1886,0.113906
1887,0.144588
1888,0.116857
1889,0.308951
1890,0.25097
1891,0.321588
1892,0.260676
1893,0.552248
1894,0.481543
1895,0.565998
1896,0.496661
1897,0.77714
1898,0.72197
1899,0.787498
1900,0.731624
1901,0.898024
1902,0.876819
1903,0.842184
1904,0.87499
1905,0.834681
1906,0.868658
1907,0.653307
1908,0.716328
1909,0.640124
1910,0.702996
1911,0.40748
1912,0.476293
1913,0.392611
1914,0.461225
1915,0.194482
1916,0.245183
1917,0.186697
1918,0.234345
1919,0.099246
1920,0.110105
1921,0.095893
1922,0.104828
1923,0.151475
1924,0.121155
1925,0.157816
1926,0.12501
1927,0.333204
1928,0.272519
1929,0.346693
1930,0.283672
1931,0.580487
1932,0.510072
1933,0.592521
1934,0.523707
1935,0.794917
1936,0.905328
1937,0.903872
1938,0.826437
1939,0.861093
1940,0.815995
1941,0.855511
1942,0.627196
1943,0.692057
1944,0.612938
1945,0.678671
1946,0.378928
1947,0.447809
1948,0.366062
1949,0.434027
1950,0.176642
1951,0.223211
1952,0.167689
1953,0.213364
1954,0.095584
1955,0.103137
1956,0.094672
1957,0.099909
1958,0.165319
1959,0.131342
1960,0.173563
1961,0.138907
1962,0.359876
1963,0.297004
1964,0.372804
1965,0.903241
1966,0.900454
1967,0.809882
1968,0.850223
1969,0.800295
1970,0.841394
1971,0.599816
1972,0.666255
1973,0.58656
1974,0.653256
1975,0.352436
1976,0.419647
1977,0.339874
1978,0.40641
1979,0.161979
1980,0.204756
1981,0.152727
1982,0.193662
1983,0.096128
1984,0.098539
1985,0.096759
1986,0.097927
1987,0.184005
1988,0.144489
1989,0.900565
1990,0.897655
1991,0.904833
1992,0.789956
1993,0.834305
1994,0.779929
1995,0.825326
1996,0.571672
1997,0.638451
1998,0.558077
1999,0.626124
2000,0.326622
2001,0.391808
2002,0.314149
2003,0.379609
2004,0.145318
2005,0.186136
2006,0.140844
2007,0.177398
2008,0.099547
2009,0.895983
2010,0.903822
2011,0.891599
2012,0.90316
2013,0.76839
2014,0.815528
2015,0.758629
2016,0.809266
2017,0.543902
2018,0.612898
2019,0.531051
2020,0.601125
2021,0.302525
2022,0.366869
2023,0.291116
2024,0.887183
2025,0.901068
2026,0.883775
2027,0.901647
2028,0.748986
2029,0.801511
2030,0.739835
2031,0.791612
2032,0.518101
2033,0.587041
2034,0.880057
2035,0.899026
2036,0.875438
2037,0.726945
2038,0.735933
2039,0.875235
2040,0.442529
2041,0.587463
2042,0.56669
2043,0.827723
2044,0.817722
2045,0.871927
2046,0.867939
2047,0.126008
2048,0.125068
2049,0.289365
2050,0.271955
2051,0.402232
2052,0.381787
2053,0.701874
2054,0.683605
2055,0.794321
2056,0.780923
2057,0.49476
2058,0.20554
2059,0.218693
2060,0.145083
2061,0.152552
2062,0.166916
2063,0.157068
2064,0.240472
2065,0.225985
2066,0.525861
2067,0.505306
2068,0.647407
2069,0.627398
2070,0.854777
2071,0.847175
2072,0.876351
2073,0.875332
2074,0.774251
2075,0.655365
2076,0.674988
2077,0.352264
2078,0.372379
2079,0.247357
2080,0.263855
2081,0.123834
2082,0.124626
2083,0.141244
2084,0.134711
2085,0.344611
2086,0.324969
2087,0.463766
2088,0.443462
2089,0.752294
2090,0.736355
2091,0.82787
2092,0.817906
2093,0.858671
2094,0.865295
2095,0.800815
2096,0.814121
2097,0.536257
2098,0.557139
2099,0.412074
2100,0.432676
2101,0.171969
2102,0.182005
2103,0.128174
2104,0.132383
2105,0.199532
2106,0.186855
2107,0.29046
2108,0.272986
2109,0.588633
2110,0.567638
2111,0.702765
2112,0.684376
2113,0.871658
2114,0.867598
2115,0.874
2116,0.875088
2117,0.710214
2118,0.727346
2119,0.597185
2120,0.617462
2121,0.297407
2122,0.315647
2123,0.205314
2124,0.218873
2125,0.126447
2126,0.124837
2127,0.167048
2128,0.156798
2129,0.402997
2130,0.382425
2131,0.526533
2132,0.506176
2133,0.795134
2134,0.781612
2135,0.855238
2136,0.84724
2137,0.832814
2138,0.842726
2139,0.758673
2140,0.77309
2141,0.47343
2142,0.494178
2143,0.3525
2144,0.372478
2145,0.145046
2146,0.152892
2147,0.123496
2148,0.124668
2149,0.241343
2150,0.227403
2151,0.345379
2152,0.325525
2153,0.647845
2154,0.627739
2155,0.752833
2156,0.736265
2157,0.876415
2158,0.875183
2159,0.858262
2160,0.864813
2161,0.654945
2162,0.674714
2163,0.536118
2164,0.556251
2165,0.24756
2166,0.263493
2167,0.172362
2168,0.182361
2169,0.142133
2170,0.135545
2171,0.200532
2172,0.187516
2173,0.463816
2174,0.443288
2175,0.588414
2176,0.566651
2177,0.827237
2178,0.817218
2179,0.871642
2180,0.868177
2181,0.799764
2182,0.812466
2183,0.709306
2184,0.727412
2185,0.411019
2186,0.432669
2187,0.297767
2188,0.316391
2189,0.128341
2190,0.132084
2191,0.126653
2192,0.12503
2193,0.290236
2194,0.271835
2195,0.402002
2196,0.38088
2197,0.701417
2198,0.682952
2199,0.794899
2200,0.781781
2201,0.873324
2202,0.875181
2203,0.833401
2204,0.84383
2205,0.597425
2206,0.618567
2207,0.474269
2208,0.494083
2209,0.204768
2210,0.218119
2211,0.144783
2212,0.152631
2213,0.166431
2214,0.156251
2215,0.239774
2216,0.226126
2217,0.525171
2218,0.505538
2219,0.647995
2220,0.627884
2221,0.855058
2222,0.847471
2223,0.875979
2224,0.759686
2225,0.773338
2226,0.654804
2227,0.674445
2228,0.35197
2229,0.37206
2230,0.246828
2231,0.263994
2232,0.123916
2233,0.124925
2234,0.141978
2235,0.135387
2236,0.344942
2237,0.325349
2238,0.463795
2239,0.753058
2240,0.85781
2241,0.864305
2242,0.799698
2243,0.813218
2244,0.536194
2245,0.557255
2246,0.412313
2247,0.433641
2248,0.172727
2249,0.182746
2250,0.128236
2251,0.131761
2252,0.199695
2253,0.185865
2254,0.873594
2255,0.874781
2256,0.710385
2257,0.728446
2258,0.598163
2259,0.618962
2260,0.298725
2261,0.317038
2262,0.833415
2263,0.84343
2264,0.760224
2265,0.474789
2266,0.760422
2267,0.886352
2268,0.6202
2269,0.584947
2270,0.838347
2271,0.817526
2272,0.869871
2273,0.860539
2274,0.129104
2275,0.30523
2276,0.423187
2277,0.387421
2278,0.702319
2279,0.670072
2280,0.772784
2281,0.747487
2282,0.889097
2283,0.88729
2284,0.153643
2285,0.114612
2286,0.120095
2287,0.185111
2288,0.164039
2289,0.245317
2290,0.220164
2291,0.513125
2292,0.477649
2293,0.60409
2294,0.568926
2295,0.831455
2296,0.810789
2297,0.868632
2298,0.855456
2299,0.521812
2300,0.559105
2301,0.252514
2302,0.281987
2303,0.189409
2304,0.213346
2305,0.112311
2306,0.112666
2307,0.136732
2308,0.125864
2309,0.321359
2310,0.290778
2311,0.407813
2312,0.373424
2313,0.689008
2314,0.657194
2315,0.7632
2316,0.734646
2317,0.886098
2318,0.882521
2319,0.804251
2320,0.710952
2321,0.740168
2322,0.432739
2323,0.468144
2324,0.344153
2325,0.378127
2326,0.14468
2327,0.160495
2328,0.118102
2329,0.127206
2330,0.177807
2331,0.160185
2332,0.236645
2333,0.210959
2334,0.498261
2335,0.461288
2336,0.587206
2337,0.550357
2338,0.819874
2339,0.797083
2340,0.860839
2341,0.846008
2342,0.876763
2343,0.882578
2344,0.84339
2345,0.858958
2346,0.628781
2347,0.661662
2348,0.539309
2349,0.575827
2350,0.265395
2351,0.296583
2352,0.202866
2353,0.228775
2354,0.114349
2355,0.113833
2356,0.130956
2357,0.120783
2358,0.307771
2359,0.275708
2360,0.388934
2361,0.354933
2362,0.671416
2363,0.638268
2364,0.747467
2365,0.718029
2366,0.885245
2367,0.87955
2368,0.7904
2369,0.813925
2370,0.724137
2371,0.753922
2372,0.449853
2373,0.487152
2374,0.36294
2375,0.397117
2376,0.155696
2377,0.172049
2378,0.123011
2379,0.13282
2380,0.166048
2381,0.14969
2382,0.221209
2383,0.19613
2384,0.478619
2385,0.441137
2386,0.567714
2387,0.532246
2388,0.810069
2389,0.786291
2390,0.855005
2391,0.838991
2392,0.882638
2393,0.887418
2394,0.851103
2395,0.863484
2396,0.646324
2397,0.679115
2398,0.558555
2399,0.593703
2400,0.282422
2401,0.312869
2402,0.213781
2403,0.239492
2404,0.113022
2405,0.114095
2406,0.123789
2407,0.11693
2408,0.289558
2409,0.260345
2410,0.371952
2411,0.338402
2412,0.65569
2413,0.621424
2414,0.733997
2415,0.702183
2416,0.880419
2417,0.869893
2418,0.886208
2419,0.802413
2420,0.823783
2421,0.739084
2422,0.76699
2423,0.467854
2424,0.50492
2425,0.37957
2426,0.415014
2427,0.161913
2428,0.182349
2429,0.128421
2430,0.138021
2431,0.156374
2432,0.140558
2433,0.209557
2434,0.186225
2435,0.460132
2436,0.423093
2437,0.548868
2438,0.511768
2439,0.794698
2440,0.768636
2441,0.843138
2442,0.827666
2443,0.883474
2444,0.887257
2445,0.85888
2446,0.87095
2447,0.662625
2448,0.694764
2449,0.57663
2450,0.612238
2451,0.297592
2452,0.329402
2453,0.225812
2454,0.251942
2455,0.11049
2456,0.112903
2457,0.117974
2458,0.112924
2459,0.274664
2460,0.244316
2461,0.35254
2462,0.320434
2463,0.635568
2464,0.602201
2465,0.717141
2466,0.687184
2467,0.877434
2468,0.867435
2469,0.815181
2470,0.836145
2471,0.754311
2472,0.780275
2473,0.486436
2474,0.522344
2475,0.396311
2476,0.431701
2477,0.168303
2478,0.188954
2479,0.131715
2480,0.145271
2481,0.148736
2482,0.137334
2483,0.197974
2484,0.17712
2485,0.440886
2486,0.406503
2487,0.532327
2488,0.494949
2489,0.786158
2490,0.887449
2491,0.887278
2492,0.864241
2493,0.874504
2494,0.678757
2495,0.709876
2496,0.593001
2497,0.627547
2498,0.311399
2499,0.343207
2500,0.237544
2501,0.266431
2502,0.114998
2503,0.11839
2504,0.117283
2505,0.112947
2506,0.261255
2507,0.233242
2508,0.822797
2509,0.839454
2510,0.76376
2511,0.789335
2512,0.502366
2513,0.539334
2514,0.413973
2515,0.450877
2516,0.181846
2517,0.203989
2518,0.139337
2519,0.140679
2520,0.884573
2521,0.86974
2522,0.880368
2523,0.692714
2524,0.725168
2525,0.612017
2526,0.645585
2527,0.32984
2528,0.362332
2529,0.834859
2530,0.851172
2531,0.77947
2532,0.887294
2533,0.894923
2534,0.657135
2535,0.612291
2536,0.849657
2537,0.824502
2538,0.874366
2539,0.85774
2540,0.154806
2541,0.349774
2542,0.456924
2543,0.409254
2544,0.711982
2545,0.669484
2546,0.76241
2547,0.725743
2548,0.89185
2549,0.881428
2550,0.896491
2551,0.890924
2552,0.105421
2553,0.102488
2554,0.219634
2555,0.187566
2556,0.266987
2557,0.231112
2558,0.518459
2559,0.472187
2560,0.582766
2561,0.535866
2562,0.807689
2563,0.774458
2564,0.840387
2565,0.814656
2566,0.417733
2567,0.19381
2568,0.137504
2569,0.159096
2570,0.116643
2571,0.108044
2572,0.139527
2573,0.122632
2574,0.32197
2575,0.281401
2576,0.38077
2577,0.336452
2578,0.642894
2579,0.597663
2580,0.699955
2581,0.65747
2582,0.868482
2583,0.850197
2584,0.888292
2585,0.87514
2586,0.57425
2587,0.620934
2588,0.314336
2589,0.358262
2590,0.261801
2591,0.300168
2592,0.115096
2593,0.129835
2594,0.105889
2595,0.113604
2596,0.169622
2597,0.146217
2598,0.209576
2599,0.1801
2600,0.44164
2601,0.394833
2602,0.504593
2603,0.457012
2604,0.751535
2605,0.712505
2606,0.796536
2607,0.763455
2608,0.896163
2609,0.891202
2610,0.897512
2611,0.831918
2612,0.758505
2613,0.792431
2614,0.512218
2615,0.558953
2616,0.448311
2617,0.495514
2618,0.213331
2619,0.248956
2620,0.175098
2621,0.205529
2622,0.105773
2623,0.10452
2624,0.113998
2625,0.10533
2626,0.256495
2627,0.21971
2628,0.30816
2629,0.2675
2630,0.566301
2631,0.519197
2632,0.628466
2633,0.582267
2634,0.835278
2635,0.80619
2636,0.862496
2637,0.840904
2638,0.890573
2639,0.895952
2640,0.873155
2641,0.88649
2642,0.705939
2643,0.743383
2644,0.648288
2645,0.69153
2646,0.387098
2647,0.434288
2648,0.329656
2649,0.372357
2650,0.143082
2651,0.16517
2652,0.119321
2653,0.136665
2654,0.132888
2655,0.117434
2656,0.162206
2657,0.139759
2658,0.365122
2659,0.32133
2660,0.42575
2661,0.379066
2662,0.685664
2663,0.641738
2664,0.738199
2665,0.699832
2666,0.884904
2667,0.870165
2668,0.894111
2669,0.886396
2670,0.845009
2671,0.865573
2672,0.809507
2673,0.83637
2674,0.589975
2675,0.635066
2676,0.527185
2677,0.574352
2678,0.27349
2679,0.314158
2680,0.22482
2681,0.261239
2682,0.107074
2683,0.114664
2684,0.1034
2685,0.105077
2686,0.198338
2687,0.168082
2688,0.241495
2689,0.207569
2690,0.487782
2691,0.441047
2692,0.551689
2693,0.504486
2694,0.786669
2695,0.751044
2696,0.824902
2697,0.794471
2698,0.89548
2699,0.889643
2700,0.895276
2701,0.767703
2702,0.801393
2703,0.71872
2704,0.757399
2705,0.463995
2706,0.511478
2707,0.402242
2708,0.449463
2709,0.183313
2710,0.214247
2711,0.150343
2712,0.175498
2713,0.109427
2714,0.104048
2715,0.126844
2716,0.11351
2717,0.294061
2718,0.256617
2719,0.351712
2720,0.30847
2721,0.612902
2722,0.565712
2723,0.670344
2724,0.627643
2725,0.856918
2726,0.83483
2727,0.880679
2728,0.863335
2729,0.878149
2730,0.89077
2731,0.854778
2732,0.872002
2733,0.663731
2734,0.706272
2735,0.605542
2736,0.650226
2737,0.342865
2738,0.387709
2739,0.288018
2740,0.330516
2741,0.125634
2742,0.14226
2743,0.10815
2744,0.118572
2745,0.154991
2746,0.134427
2747,0.190493
2748,0.16363
2749,0.410025
2750,0.364934
2751,0.472815
2752,0.425648
2753,0.726509
2754,0.685842
2755,0.77518
2756,0.738761
2757,0.892926
2758,0.885336
2759,0.819571
2760,0.845194
2761,0.780366
2762,0.812434
2763,0.543076
2764,0.590746
2765,0.481541
2766,0.527813
2767,0.23759
2768,0.274257
2769,0.192311
2770,0.225542
2771,0.103509
2772,0.109076
2773,0.110357
2774,0.104724
2775,0.232297
2776,0.198607
2777,0.28128
2778,0.242601
2779,0.536005
2780,0.488522
2781,0.597758
2782,0.550537
2783,0.816687
2784,0.785753
2785,0.894579
2786,0.883357
2787,0.891956
2788,0.733013
2789,0.768888
2790,0.67803
2791,0.718599
2792,0.417234
2793,0.464134
2794,0.357106
2795,0.402337
2796,0.159612
2797,0.185344
2798,0.131518
2799,0.149803
2800,0.121851
2801,0.10923
2802,0.145222
2803,0.127998
2804,0.336269
2805,0.293728
2806,0.394458
2807,0.860473
2808,0.877369
2809,0.830378
2810,0.853783
2811,0.61923
2812,0.663549
2813,0.55836
2814,0.605167
2815,0.300045
2816,0.342531
2817,0.248465
2818,0.287495
2819,0.111708
2820,0.12486
2821,0.103837
2822,0.108798
2823,0.180429
2824,0.894227
2825,0.790424
2826,0.8199
2827,0.743505
2828,0.78029
2829,0.495407
2830,0.542988
2831,0.433699
2832,0.480803
2833,0.203465
2834,0.236545
2835,0.164722
2836,0.886002
2837,0.89467
2838,0.867112
2839,0.882566
2840,0.69184
2841,0.7325
2842,0.634878
2843,0.67867
2844,0.371534
2845,0.837794
2846,0.860241
2847,0.801662
2848,0.8966
2849,0.901379
2850,0.643659
2851,0.859735
2852,0.832982
2853,0.87894
2854,0.857486
2855,0.401896
2856,0.496889
2857,0.441686
2858,0.727641
2859,0.681052
2860,0.76286
2861,0.718019
2862,0.893792
2863,0.875814
2864,0.901387
2865,0.887823
2866,0.101927
2867,0.264758
2868,0.222104
2869,0.299377
2870,0.252806
2871,0.537802
2872,0.482314
2873,0.578456
2874,0.523717
2875,0.792342
2876,0.750561
2877,0.81834
2878,0.781876
2879,0.90443
2880,0.897305
2881,0.902404
2882,0.125223
2883,0.099514
2884,0.113029
2885,0.133252
2886,0.114173
2887,0.153266
2888,0.129079
2889,0.33601
2890,0.287112
2891,0.375501
2892,0.324002
2893,0.618413
2894,0.564914
2895,0.6575
2896,0.606144
2897,0.841336
2898,0.809082
2899,0.86085
2900,0.834049
2901,0.476455
2902,0.207724
2903,0.248976
2904,0.181316
2905,0.216888
2906,0.095745
2907,0.102695
2908,0.096424
2909,0.097862
2910,0.177837
2911,0.147541
2912,0.204499
2913,0.170202
2914,0.415327
2915,0.363053
2916,0.456713
2917,0.402058
2918,0.694673
2919,0.644288
2920,0.728786
2921,0.681725
2922,0.87919
2923,0.857439
2924,0.893278
2925,0.874777
2926,0.624578
2927,0.675944
2928,0.381354
2929,0.434625
2930,0.341667
2931,0.392838
2932,0.157969
2933,0.19039
2934,0.139272
2935,0.166317
2936,0.098695
2937,0.094519
2938,0.107254
2939,0.097623
2940,0.2341
2941,0.193785
2942,0.265057
2943,0.222162
2944,0.49736
2945,0.441792
2946,0.537838
2947,0.482454
2948,0.763402
2949,0.718222
2950,0.792276
2951,0.751024
2952,0.900486
2953,0.886971
2954,0.904255
2955,0.897305
2956,0.82298
2957,0.852816
2958,0.795626
2959,0.829928
2960,0.584296
2961,0.636269
2962,0.542408
2963,0.596954
2964,0.304502
2965,0.355198
2966,0.2714
2967,0.318599
2968,0.121019
2969,0.14262
2970,0.106892
2971,0.124588
2972,0.118999
2973,0.101483
2974,0.132734
2975,0.112703
2976,0.299425
2977,0.252416
2978,0.336069
2979,0.287048
2980,0.578434
2981,0.523545
2982,0.618646
2983,0.565375
2984,0.818684
2985,0.783113
2986,0.842031
2987,0.80961
2988,0.902138
2989,0.901147
2990,0.905718
2991,0.89335
2992,0.902506
2993,0.765248
2994,0.805031
2995,0.733473
2996,0.775792
2997,0.502043
2998,0.557637
2999,0.462074
3000,0.517708
3001,0.236671
3002,0.281792
3003,0.207559
3004,0.249054
3005,0.098501
3006,0.111884
3007,0.094862
3008,0.102928
3009,0.151081
3010,0.127923
3011,0.17702
3012,0.147184
3013,0.375422
3014,0.324056
3015,0.415704
3016,0.363731
3017,0.658333
3018,0.607162
3019,0.695498
3020,0.644802
3021,0.860728
3022,0.833683
3023,0.878981
3024,0.857379
3025,0.880539
3026,0.897149
3027,0.864329
3028,0.884946
3029,0.699787
3030,0.746719
3031,0.664072
3032,0.713195
3033,0.421521
3034,0.476245
3035,0.381529
3036,0.434875
3037,0.181109
3038,0.217258
3039,0.158369
3040,0.191234
3041,0.09705
3042,0.098621
3043,0.098853
3044,0.094282
3045,0.204374
3046,0.170072
3047,0.234752
3048,0.194969
3049,0.457592
3050,0.403046
3051,0.497957
3052,0.442363
3053,0.7286
3054,0.681401
3055,0.763329
3056,0.718208
3057,0.893107
3058,0.875412
3059,0.901499
3060,0.888116
3061,0.846204
3062,0.870995
3063,0.822851
3064,0.852802
3065,0.624397
3066,0.67566
3067,0.584415
3068,0.636739
3069,0.342134
3070,0.393579
3071,0.305517
3072,0.356341
3073,0.140265
3074,0.167018
3075,0.12106
3076,0.142514
3077,0.10665
3078,0.097494
3079,0.119461
3080,0.102851
3081,0.266527
3082,0.224208
3083,0.300212
3084,0.253281
3085,0.537926
3086,0.482292
3087,0.578479
3088,0.523755
3089,0.792441
3090,0.750946
3091,0.818891
3092,0.782742
3093,0.905138
3094,0.897072
3095,0.903533
3096,0.901448
3097,0.905684
3098,0.795353
3099,0.829708
3100,0.765819
3101,0.806411
3102,0.543104
3103,0.598104
3104,0.503111
3105,0.558314
3106,0.272359
3107,0.318948
3108,0.23714
3109,0.281982
3110,0.106208
3111,0.124186
3112,0.098613
3113,0.112177
3114,0.135671
3115,0.115054
3116,0.153795
3117,0.129005
3118,0.335928
3119,0.286805
3120,0.375603
3121,0.32434
3122,0.618471
3123,0.565125
3124,0.657866
3125,0.606421
3126,0.841631
3127,0.808766
3128,0.893232
3129,0.90291
3130,0.881438
3131,0.898073
3132,0.735242
3133,0.777896
3134,0.700623
3135,0.747194
3136,0.462198
3137,0.517686
3138,0.421544
3139,0.476283
3140,0.207658
3141,0.249439
3142,0.18166
3143,0.218124
3144,0.09557
3145,0.102695
3146,0.096467
3147,0.097596
3148,0.177149
3149,0.147198
3150,0.204647
3151,0.170292
3152,0.415585
3153,0.363261
3154,0.456896
3155,0.694483
3156,0.866748
3157,0.885827
3158,0.846734
3159,0.870921
3160,0.66399
3161,0.712888
3162,0.624499
3163,0.675998
3164,0.381587
3165,0.435086
3166,0.3425
3167,0.393856
3168,0.158664
3169,0.190918
3170,0.139151
3171,0.165951
3172,0.098552
3173,0.094316
3174,0.106768
3175,0.09709
3176,0.234181
3177,0.193589
3178,0.903576
3179,0.822163
3180,0.852458
3181,0.795501
3182,0.829798
3183,0.584673
3184,0.636947
3185,0.543287
3186,0.597942
3187,0.305327
3188,0.355712
3189,0.271214
3190,0.318275
3191,0.12081
3192,0.142561
3193,0.106722
3194,0.118562
3195,0.901305
3196,0.905481
3197,0.892746
3198,0.902377
3199,0.7659
3200,0.806215
3201,0.734943
3202,0.777838
3203,0.50264
3204,0.558208
3205,0.462162
3206,0.517546
3207,0.236599
3208,0.281778
3209,0.881001
3210,0.898517
3211,0.867266
3212,0.887297
3213,0.700575
3214,0.747584
3215,0.663931
3216,0.712952
3217,0.421566
3218,0.848919
3219,0.872077
3220,0.90295
3221,0.915842
3222,0.911922
3223,0.680198
3224,0.878679
3225,0.848689
3226,0.884819
3227,0.858318
3228,0.541305
3229,0.481301
3230,0.752245
3231,0.70124
3232,0.769911
3233,0.721444
3234,0.892157
3235,0.870506
3236,0.898488
3237,0.878087
3238,0.121247
3239,0.32104
3240,0.269128
3241,0.342346
3242,0.288264
3243,0.564482
3244,0.503931
3245,0.587366
3246,0.527095
3247,0.787162
3248,0.739887
3249,0.801229
3250,0.7557
3251,0.903184
3252,0.886732
3253,0.910715
3254,0.898667
3255,0.081187
3256,0.080718
3257,0.166469
3258,0.133484
3259,0.17973
3260,0.143549
3261,0.363659
3262,0.308416
3263,0.385472
3264,0.32811
3265,0.60918
3266,0.548916
3267,0.629968
3268,0.570797
3269,0.813991
3270,0.772857
3271,0.831642
3272,0.792666
3273,0.918035
3274,0.908876
3275,0.921212
3276,0.914129
3277,0.16042
3278,0.117575
3279,0.146236
3280,0.084528
3281,0.078994
3282,0.087614
3283,0.078946
3284,0.195483
3285,0.157022
3286,0.210116
3287,0.16738
3288,0.406815
3289,0.348028
3290,0.428331
3291,0.369695
3292,0.65163
3293,0.594312
3294,0.67392
3295,0.61708
3296,0.848839
3297,0.809989
3298,0.859968
3299,0.824707
3300,0.917621
3301,0.919282
3302,0.534175
3303,0.262973
3304,0.313679
3305,0.241615
3306,0.289407
3307,0.106772
3308,0.132049
3309,0.09741
3310,0.119432
3311,0.093628
3312,0.079588
3313,0.098071
3314,0.081913
3315,0.22541
3316,0.182188
3317,0.243379
3318,0.198479
3319,0.451804
3320,0.392122
3321,0.475225
3322,0.415257
3323,0.695062
3324,0.639705
3325,0.715879
3326,0.662652
3327,0.872012
3328,0.83958
3329,0.882425
3330,0.853764
3331,0.921006
3332,0.74594
3333,0.67263
3334,0.723585
3335,0.44958
3336,0.507687
3337,0.422729
3338,0.481108
3339,0.220816
3340,0.267154
3341,0.202291
3342,0.24671
3343,0.089052
3344,0.10782
3345,0.083422
3346,0.099591
3347,0.106307
3348,0.08869
3349,0.117044
3350,0.094728
3351,0.261922
3352,0.213956
3353,0.281542
3354,0.23292
3355,0.499384
3356,0.439755
3357,0.524104
3358,0.465825
3359,0.737027
3360,0.686321
3361,0.758385
3362,0.710593
3363,0.893228
3364,0.867951
3365,0.90259
3366,0.880568
3367,0.843242
3368,0.871077
3369,0.827166
3370,0.856771
3371,0.647908
3372,0.700318
3373,0.622782
3374,0.677513
3375,0.397685
3376,0.45653
3377,0.374273
3378,0.432765
3379,0.184295
3380,0.227195
3381,0.1684
3382,0.209815
3383,0.080473
3384,0.093181
3385,0.077244
3386,0.085548
3387,0.126811
3388,0.102198
3389,0.140592
3390,0.11498
3391,0.303507
3392,0.25406
3393,0.32737
3394,0.276415
3395,0.55042
3396,0.492313
3397,0.577271
3398,0.518892
3399,0.779184
3400,0.732846
3401,0.797709
3402,0.75329
3403,0.910948
3404,0.89218
3405,0.916578
3406,0.900409
3407,0.911225
3408,0.904266
3409,0.910738
3410,0.809085
3411,0.844872
3412,0.792569
3413,0.832392
3414,0.598328
3415,0.655365
3416,0.575205
3417,0.633306
3418,0.351042
3419,0.409214
3420,0.329162
3421,0.386594
3422,0.155489
3423,0.19249
3424,0.14076
3425,0.176379
3426,0.076606
3427,0.08249
3428,0.080095
3429,0.084158
3430,0.156758
3431,0.128923
3432,0.172834
3433,0.143229
3434,0.352092
3435,0.299683
3436,0.377218
3437,0.322487
3438,0.602315
3439,0.54347
3440,0.625727
3441,0.567235
3442,0.815705
3443,0.772805
3444,0.8316
3445,0.790185
3446,0.919527
3447,0.906819
3448,0.922756
3449,0.914452
3450,0.900665
3451,0.910724
3452,0.896447
3453,0.910078
3454,0.776037
3455,0.818608
3456,0.758304
3457,0.802128
3458,0.551934
3459,0.61079
3460,0.528461
3461,0.587975
3462,0.307814
3463,0.363738
3464,0.286757
3465,0.341389
3466,0.129709
3467,0.163213
3468,0.121321
3469,0.151311
3470,0.088775
3471,0.088078
3472,0.095734
3473,0.089262
3474,0.190915
3475,0.155128
3476,0.207431
3477,0.167608
3478,0.401672
3479,0.344635
3480,0.424795
3481,0.366694
3482,0.648958
3483,0.590786
3484,0.670838
3485,0.613406
3486,0.844511
3487,0.80751
3488,0.85924
3489,0.823621
3490,0.923394
3491,0.91751
3492,0.891202
3493,0.907912
3494,0.881373
3495,0.903238
3496,0.739313
3497,0.786423
3498,0.719758
3499,0.768267
3500,0.505363
3501,0.565208
3502,0.481678
3503,0.542087
3504,0.266811
3505,0.319802
3506,0.247755
3507,0.29876
3508,0.115181
3509,0.141682
3510,0.107843
3511,0.129494
3512,0.099335
3513,0.089276
3514,0.103553
3515,0.089922
3516,0.223963
3517,0.181392
3518,0.241696
3519,0.197872
3520,0.448066
3521,0.38921
3522,0.471539
3523,0.412025
3524,0.692186
3525,0.636262
3526,0.713243
3527,0.658611
3528,0.870291
3529,0.836787
3530,0.872502
3531,0.897439
3532,0.860249
3533,0.888214
3534,0.699661
3535,0.750539
3536,0.67896
3537,0.730872
3538,0.458695
3539,0.518699
3540,0.435518
3541,0.496069
3542,0.230089
3543,0.278556
3544,0.212838
3545,0.260113
3546,0.101512
3547,0.121913
3548,0.096816
3549,0.113268
3550,0.108798
3551,0.092088
3552,0.118627
3553,0.096762
3554,0.260687
3555,0.213577
3556,0.280242
3557,0.231733
3558,0.494637
3559,0.434792
3560,0.518322
3561,0.457913
3562,0.733189
3563,0.920982
3564,0.848461
3565,0.878753
3566,0.833531
3567,0.866516
3568,0.657654
3569,0.711736
3570,0.636341
3571,0.691584
3572,0.412634
3573,0.472905
3574,0.39082
3575,0.451084
3576,0.198771
3577,0.2443
3578,0.186009
3579,0.227143
3580,0.089285
3581,0.101333
3582,0.081965
3583,0.091124
3584,0.127498
3585,0.102561
3586,0.139751
3587,0.111786
3588,0.300339
3589,0.249461
3590,0.918813
3591,0.915472
3592,0.82027
3593,0.856451
3594,0.804517
3595,0.842978
3596,0.614528
3597,0.67189
3598,0.593185
3599,0.651972
3600,0.370032
3601,0.429203
3602,0.34837
3603,0.405688
3604,0.168358
3605,0.207334
3606,0.151161
3607,0.190011
3608,0.078788
3609,0.085871
3610,0.079018
3611,0.082379
3612,0.151539
3613,0.912386
3614,0.921054
3615,0.906372
3616,0.920412
3617,0.789884
3618,0.83262
