,0,1,2,3,4
589,1600,5.4,0.1524,31.7,0.00525474
590,2000,5.4,0.1524,31.7,0.00525474
591,2500,5.4,0.1524,31.7,0.00525474
592,3150,5.4,0.1524,31.7,0.00525474
593,4000,5.4,0.1524,31.7,0.00525474
594,5000,5.4,0.1524,31.7,0.00525474
595,6300,5.4,0.1524,31.7,0.00525474
596,315,7.2,0.1524,71.3,0.00752039
597,400,7.2,0.1524,71.3,0.00752039
598,500,7.2,0.1524,71.3,0.00752039
599,630,7.2,0.1524,71.3,0.00752039
600,800,7.2,0.1524,71.3,0.00752039
601,1000,7.2,0.1524,71.3,0.00752039
602,1250,7.2,0.1524,71.3,0.00752039
603,1600,7.2,0.1524,71.3,0.00752039
604,2000,7.2,0.1524,71.3,0.00752039
605,2500,7.2,0.1524,71.3,0.00752039
606,3150,7.2,0.1524,71.3,0.00752039
607,4000,7.2,0.1524,71.3,0.00752039
608,5000,7.2,0.1524,71.3,0.00752039
609,6300,7.2,0.1524,71.3,0.00752039
610,8000,7.2,0.1524,71.3,0.00752039
611,10000,7.2,0.1524,71.3,0.00752039
612,250,7.2,0.1524,39.6,0.00909175
613,315,7.2,0.1524,39.6,0.00909175
614,400,7.2,0.1524,39.6,0.00909175
615,500,7.2,0.1524,39.6,0.00909175
616,630,7.2,0.1524,39.6,0.00909175
617,800,7.2,0.1524,39.6,0.00909175
618,1000,7.2,0.1524,39.6,0.00909175
619,1250,7.2,0.1524,39.6,0.00909175
620,1600,7.2,0.1524,39.6,0.00909175
621,2000,7.2,0.1524,39.6,0.00909175
622,2500,7.2,0.1524,39.6,0.00909175
623,3150,7.2,0.1524,39.6,0.00909175
624,4000,7.2,0.1524,39.6,0.00909175
625,5000,7.2,0.1524,39.6,0.00909175
626,6300,7.2,0.1524,39.6,0.00909175
627,8000,7.2,0.1524,39.6,0.00909175
628,10000,7.2,0.1524,39.6,0.00909175
629,200,9.9,0.1524,71.3,0.0193001
630,250,9.9,0.1524,71.3,0.0193001
631,315,9.9,0.1524,71.3,0.0193001
632,400,9.9,0.1524,71.3,0.0193001
633,500,9.9,0.1524,71.3,0.0193001
634,630,9.9,0.1524,71.3,0.0193001
635,800,9.9,0.1524,71.3,0.0193001
636,1000,9.9,0.1524,71.3,0.0193001
637,1250,9.9,0.1524,71.3,0.0193001
638,1600,9.9,0.1524,71.3,0.0193001
639,2000,9.9,0.1524,71.3,0.0193001
640,2500,9.9,0.1524,71.3,0.0193001
641,3150,9.9,0.1524,71.3,0.0193001
642,4000,9.9,0.1524,71.3,0.0193001
643,5000,9.9,0.1524,71.3,0.0193001
644,6300,9.9,0.1524,71.3,0.0193001
645,200,9.9,0.1524,55.5,0.0208438
646,250,9.9,0.1524,55.5,0.0208438
647,315,9.9,0.1524,55.5,0.0208438
648,400,9.9,0.1524,55.5,0.0208438
649,500,9.9,0.1524,55.5,0.0208438
650,630,9.9,0.1524,55.5,0.0208438
651,800,9.9,0.1524,55.5,0.0208438
652,1000,9.9,0.1524,55.5,0.0208438
653,1250,9.9,0.1524,55.5,0.0208438
654,1600,9.9,0.1524,55.5,0.0208438
655,2000,9.9,0.1524,55.5,0.0208438
656,2500,9.9,0.1524,55.5,0.0208438
657,3150,9.9,0.1524,55.5,0.0208438
658,4000,9.9,0.1524,55.5,0.0208438
659,5000,9.9,0.1524,55.5,0.0208438
660,6300,9.9,0.1524,55.5,0.0208438
661,200,9.9,0.1524,39.6,0.0233328
662,250,9.9,0.1524,39.6,0.0233328
663,315,9.9,0.1524,39.6,0.0233328
664,400,9.9,0.1524,39.6,0.0233328
665,500,9.9,0.1524,39.6,0.0233328
666,630,9.9,0.1524,39.6,0.0233328
667,800,9.9,0.1524,39.6,0.0233328
668,1000,9.9,0.1524,39.6,0.0233328
669,1250,9.9,0.1524,39.6,0.0233328
670,1600,9.9,0.1524,39.6,0.0233328
671,2000,9.9,0.1524,39.6,0.0233328
672,2500,9.9,0.1524,39.6,0.0233328
673,3150,9.9,0.1524,39.6,0.0233328
674,4000,9.9,0.1524,39.6,0.0233328
675,5000,9.9,0.1524,39.6,0.0233328
676,6300,9.9,0.1524,39.6,0.0233328
677,200,9.9,0.1524,31.7,0.0252785
678,250,9.9,0.1524,31.7,0.0252785
679,315,9.9,0.1524,31.7,0.0252785
680,400,9.9,0.1524,31.7,0.0252785
681,500,9.9,0.1524,31.7,0.0252785
682,630,9.9,0.1524,31.7,0.0252785
683,800,9.9,0.1524,31.7,0.0252785
684,1000,9.9,0.1524,31.7,0.0252785
685,1250,9.9,0.1524,31.7,0.0252785
686,1600,9.9,0.1524,31.7,0.0252785
687,2000,9.9,0.1524,31.7,0.0252785
688,2500,9.9,0.1524,31.7,0.0252785
689,3150,9.9,0.1524,31.7,0.0252785
690,4000,9.9,0.1524,31.7,0.0252785
691,5000,9.9,0.1524,31.7,0.0252785
692,6300,9.9,0.1524,31.7,0.0252785
693,200,12.6,0.1524,71.3,0.0483159
694,250,12.6,0.1524,71.3,0.0483159
695,315,12.6,0.1524,71.3,0.0483159
696,400,12.6,0.1524,71.3,0.0483159
697,500,12.6,0.1524,71.3,0.0483159
698,630,12.6,0.1524,71.3,0.0483159
699,800,12.6,0.1524,71.3,0.0483159
700,1000,12.6,0.1524,71.3,0.0483159
701,1250,12.6,0.1524,71.3,0.0483159
702,1600,12.6,0.1524,71.3,0.0483159
703,2000,12.6,0.1524,71.3,0.0483159
704,2500,12.6,0.1524,71.3,0.0483159
705,3150,12.6,0.1524,71.3,0.0483159
706,4000,12.6,0.1524,71.3,0.0483159
707,5000,12.6,0.1524,71.3,0.0483159
708,6300,12.6,0.1524,71.3,0.0483159
709,200,12.6,0.1524,39.6,0.0584113
710,250,12.6,0.1524,39.6,0.0584113
711,315,12.6,0.1524,39.6,0.0584113
712,400,12.6,0.1524,39.6,0.0584113
713,500,12.6,0.1524,39.6,0.0584113
714,630,12.6,0.1524,39.6,0.0584113
715,800,12.6,0.1524,39.6,0.0584113
716,1000,12.6,0.1524,39.6,0.0584113
717,1250,12.6,0.1524,39.6,0.0584113
718,1600,12.6,0.1524,39.6,0.0584113
719,2000,12.6,0.1524,39.6,0.0584113
720,2500,12.6,0.1524,39.6,0.0584113
721,3150,12.6,0.1524,39.6,0.0584113
722,4000,12.6,0.1524,39.6,0.0584113
723,5000,12.6,0.1524,39.6,0.0584113
724,6300,12.6,0.1524,39.6,0.0584113
725,800,0.0,0.0508,71.3,0.000740478
726,1000,0.0,0.0508,71.3,0.000740478
727,1250,0.0,0.0508,71.3,0.000740478
728,1600,0.0,0.0508,71.3,0.000740478
729,2000,0.0,0.0508,71.3,0.000740478
730,2500,0.0,0.0508,71.3,0.000740478
731,3150,0.0,0.0508,71.3,0.000740478
732,4000,0.0,0.0508,71.3,0.000740478
733,5000,0.0,0.0508,71.3,0.000740478
734,6300,0.0,0.0508,71.3,0.000740478
735,8000,0.0,0.0508,71.3,0.000740478
736,10000,0.0,0.0508,71.3,0.000740478
737,12500,0.0,0.0508,71.3,0.000740478
738,800,0.0,0.0508,55.5,0.00076193
739,1000,0.0,0.0508,55.5,0.00076193
740,1250,0.0,0.0508,55.5,0.00076193
741,1600,0.0,0.0508,55.5,0.00076193
742,2000,0.0,0.0508,55.5,0.00076193
743,2500,0.0,0.0508,55.5,0.00076193
744,3150,0.0,0.0508,55.5,0.00076193
745,4000,0.0,0.0508,55.5,0.00076193
746,5000,0.0,0.0508,55.5,0.00076193
747,6300,0.0,0.0508,55.5,0.00076193
748,8000,0.0,0.0508,55.5,0.00076193
749,10000,0.0,0.0508,55.5,0.00076193
750,12500,0.0,0.0508,55.5,0.00076193
751,800,0.0,0.0508,39.6,0.000791822
752,1000,0.0,0.0508,39.6,0.000791822
753,1250,0.0,0.0508,39.6,0.000791822
754,1600,0.0,0.0508,39.6,0.000791822
755,2000,0.0,0.0508,39.6,0.000791822
756,2500,0.0,0.0508,39.6,0.000791822
757,3150,0.0,0.0508,39.6,0.000791822
758,4000,0.0,0.0508,39.6,0.000791822
759,5000,0.0,0.0508,39.6,0.000791822
760,6300,0.0,0.0508,39.6,0.000791822
761,8000,0.0,0.0508,39.6,0.000791822
762,10000,0.0,0.0508,39.6,0.000791822
763,12500,0.0,0.0508,39.6,0.000791822
764,800,0.0,0.0508,31.7,0.000812164
765,1000,0.0,0.0508,31.7,0.000812164
766,1250,0.0,0.0508,31.7,0.000812164
767,1600,0.0,0.0508,31.7,0.000812164
768,2000,0.0,0.0508,31.7,0.000812164
769,2500,0.0,0.0508,31.7,0.000812164
770,3150,0.0,0.0508,31.7,0.000812164
771,4000,0.0,0.0508,31.7,0.000812164
772,5000,0.0,0.0508,31.7,0.000812164
773,6300,0.0,0.0508,31.7,0.000812164
774,8000,0.0,0.0508,31.7,0.000812164
775,10000,0.0,0.0508,31.7,0.000812164
776,12500,0.0,0.0508,31.7,0.000812164
777,1600,4.2,0.0508,71.3,0.00142788
778,2000,4.2,0.0508,71.3,0.00142788
779,2500,4.2,0.0508,71.3,0.00142788
780,3150,4.2,0.0508,71.3,0.00142788
781,4000,4.2,0.0508,71.3,0.00142788
782,5000,4.2,0.0508,71.3,0.00142788
783,6300,4.2,0.0508,71.3,0.00142788
784,8000,4.2,0.0508,71.3,0.00142788
785,10000,4.2,0.0508,71.3,0.00142788
786,12500,4.2,0.0508,71.3,0.00142788
787,1000,4.2,0.0508,39.6,0.00152689
788,1250,4.2,0.0508,39.6,0.00152689
789,1600,4.2,0.0508,39.6,0.00152689
790,2000,4.2,0.0508,39.6,0.00152689
791,2500,4.2,0.0508,39.6,0.00152689
792,3150,4.2,0.0508,39.6,0.00152689
793,4000,4.2,0.0508,39.6,0.00152689
794,5000,4.2,0.0508,39.6,0.00152689
795,6300,4.2,0.0508,39.6,0.00152689
796,8000,4.2,0.0508,39.6,0.00152689
797,10000,4.2,0.0508,39.6,0.00152689
798,800,8.4,0.0508,71.3,0.00529514
799,1000,8.4,0.0508,71.3,0.00529514
800,1250,8.4,0.0508,71.3,0.00529514
801,1600,8.4,0.0508,71.3,0.00529514
802,2000,8.4,0.0508,71.3,0.00529514
803,2500,8.4,0.0508,71.3,0.00529514
804,3150,8.4,0.0508,71.3,0.00529514
805,4000,8.4,0.0508,71.3,0.00529514
806,5000,8.4,0.0508,71.3,0.00529514
807,400,8.4,0.0508,55.5,0.00544854
808,500,8.4,0.0508,55.5,0.00544854
809,630,8.4,0.0508,55.5,0.00544854
810,800,8.4,0.0508,55.5,0.00544854
811,1000,8.4,0.0508,55.5,0.00544854
812,1250,8.4,0.0508,55.5,0.00544854
813,1600,8.4,0.0508,55.5,0.00544854
814,2000,8.4,0.0508,55.5,0.00544854
815,2500,8.4,0.0508,55.5,0.00544854
816,3150,8.4,0.0508,55.5,0.00544854
817,4000,8.4,0.0508,55.5,0.00544854
818,5000,8.4,0.0508,55.5,0.00544854
819,400,8.4,0.0508,39.6,0.00566229
820,500,8.4,0.0508,39.6,0.00566229
821,630,8.4,0.0508,39.6,0.00566229
822,800,8.4,0.0508,39.6,0.00566229
823,1000,8.4,0.0508,39.6,0.00566229
824,1250,8.4,0.0508,39.6,0.00566229
825,1600,8.4,0.0508,39.6,0.00566229
826,2000,8.4,0.0508,39.6,0.00566229
827,2500,8.4,0.0508,39.6,0.00566229
828,3150,8.4,0.0508,39.6,0.00566229
829,4000,8.4,0.0508,39.6,0.00566229
830,400,8.4,0.0508,31.7,0.00580776
831,500,8.4,0.0508,31.7,0.00580776
832,630,8.4,0.0508,31.7,0.00580776
833,800,8.4,0.0508,31.7,0.00580776
834,1000,8.4,0.0508,31.7,0.00580776
835,1250,8.4,0.0508,31.7,0.00580776
836,1600,8.4,0.0508,31.7,0.00580776
837,2000,8.4,0.0508,31.7,0.00580776
838,2500,8.4,0.0508,31.7,0.00580776
839,3150,8.4,0.0508,31.7,0.00580776
840,4000,8.4,0.0508,31.7,0.00580776
841,200,11.2,0.0508,71.3,0.014072
842,250,11.2,0.0508,71.3,0.014072
843,315,11.2,0.0508,71.3,0.014072
844,400,11.2,0.0508,71.3,0.014072
845,500,11.2,0.0508,71.3,0.014072
846,630,11.2,0.0508,71.3,0.014072
847,800,11.2,0.0508,71.3,0.014072
848,1000,11.2,0.0508,71.3,0.014072
849,1250,11.2,0.0508,71.3,0.014072
850,1600,11.2,0.0508,71.3,0.014072
851,2000,11.2,0.0508,71.3,0.014072
852,2500,11.2,0.0508,71.3,0.014072
853,3150,11.2,0.0508,71.3,0.014072
854,4000,11.2,0.0508,71.3,0.014072
855,200,11.2,0.0508,39.6,0.0150478
856,250,11.2,0.0508,39.6,0.0150478
857,315,11.2,0.0508,39.6,0.0150478
858,400,11.2,0.0508,39.6,0.0150478
859,500,11.2,0.0508,39.6,0.0150478
860,630,11.2,0.0508,39.6,0.0150478
861,800,11.2,0.0508,39.6,0.0150478
862,1000,11.2,0.0508,39.6,0.0150478
863,1250,11.2,0.0508,39.6,0.0150478
864,1600,11.2,0.0508,39.6,0.0150478
865,2000,11.2,0.0508,39.6,0.0150478
866,2500,11.2,0.0508,39.6,0.0150478
867,3150,11.2,0.0508,39.6,0.0150478
868,4000,11.2,0.0508,39.6,0.0150478
869,200,15.4,0.0508,71.3,0.0264269
870,250,15.4,0.0508,71.3,0.0264269
871,315,15.4,0.0508,71.3,0.0264269
872,400,15.4,0.0508,71.3,0.0264269
873,500,15.4,0.0508,71.3,0.0264269
874,630,15.4,0.0508,71.3,0.0264269
875,800,15.4,0.0508,71.3,0.0264269
876,1000,15.4,0.0508,71.3,0.0264269
877,1250,15.4,0.0508,71.3,0.0264269
878,1600,15.4,0.0508,71.3,0.0264269
879,2000,15.4,0.0508,71.3,0.0264269
880,2500,15.4,0.0508,71.3,0.0264269
881,3150,15.4,0.0508,71.3,0.0264269
882,4000,15.4,0.0508,71.3,0.0264269
883,5000,15.4,0.0508,71.3,0.0264269
884,6300,15.4,0.0508,71.3,0.0264269
885,8000,15.4,0.0508,71.3,0.0264269
886,200,15.4,0.0508,55.5,0.0271925
887,250,15.4,0.0508,55.5,0.0271925
888,315,15.4,0.0508,55.5,0.0271925
889,400,15.4,0.0508,55.5,0.0271925
890,500,15.4,0.0508,55.5,0.0271925
891,630,15.4,0.0508,55.5,0.0271925
892,800,15.4,0.0508,55.5,0.0271925
893,1000,15.4,0.0508,55.5,0.0271925
894,1250,15.4,0.0508,55.5,0.0271925
895,1600,15.4,0.0508,55.5,0.0271925
896,2000,15.4,0.0508,55.5,0.0271925
897,2500,15.4,0.0508,55.5,0.0271925
898,3150,15.4,0.0508,55.5,0.0271925
899,4000,15.4,0.0508,55.5,0.0271925
900,5000,15.4,0.0508,55.5,0.0271925
901,6300,15.4,0.0508,55.5,0.0271925
902,200,15.4,0.0508,39.6,0.0282593
903,250,15.4,0.0508,39.6,0.0282593
904,315,15.4,0.0508,39.6,0.0282593
905,400,15.4,0.0508,39.6,0.0282593
906,500,15.4,0.0508,39.6,0.0282593
907,630,15.4,0.0508,39.6,0.0282593
908,800,15.4,0.0508,39.6,0.0282593
909,1000,15.4,0.0508,39.6,0.0282593
910,1250,15.4,0.0508,39.6,0.0282593
911,1600,15.4,0.0508,39.6,0.0282593
912,2000,15.4,0.0508,39.6,0.0282593
913,2500,15.4,0.0508,39.6,0.0282593
914,3150,15.4,0.0508,39.6,0.0282593
915,4000,15.4,0.0508,39.6,0.0282593
916,5000,15.4,0.0508,39.6,0.0282593
917,6300,15.4,0.0508,39.6,0.0282593
918,200,15.4,0.0508,31.7,0.0289853
919,250,15.4,0.0508,31.7,0.0289853
920,315,15.4,0.0508,31.7,0.0289853
921,400,15.4,0.0508,31.7,0.0289853
922,500,15.4,0.0508,31.7,0.0289853
923,630,15.4,0.0508,31.7,0.0289853
924,800,15.4,0.0508,31.7,0.0289853
925,1000,15.4,0.0508,31.7,0.0289853
926,1250,15.4,0.0508,31.7,0.0289853
927,1600,15.4,0.0508,31.7,0.0289853
928,2000,15.4,0.0508,31.7,0.0289853
929,2500,15.4,0.0508,31.7,0.0289853
930,3150,15.4,0.0508,31.7,0.0289853
931,4000,15.4,0.0508,31.7,0.0289853
932,5000,15.4,0.0508,31.7,0.0289853
933,6300,15.4,0.0508,31.7,0.0289853
934,200,19.7,0.0508,71.3,0.0341183
935,250,19.7,0.0508,71.3,0.0341183
936,315,19.7,0.0508,71.3,0.0341183
937,400,19.7,0.0508,71.3,0.0341183
938,500,19.7,0.0508,71.3,0.0341183
939,630,19.7,0.0508,71.3,0.0341183
940,800,19.7,0.0508,71.3,0.0341183
941,1000,19.7,0.0508,71.3,0.0341183
942,1250,19.7,0.0508,71.3,0.0341183
943,1600,19.7,0.0508,71.3,0.0341183
944,2000,19.7,0.0508,71.3,0.0341183
945,2500,19.7,0.0508,71.3,0.0341183
946,3150,19.7,0.0508,71.3,0.0341183
947,4000,19.7,0.0508,71.3,0.0341183
948,200,19.7,0.0508,39.6,0.036484
949,250,19.7,0.0508,39.6,0.036484
950,315,19.7,0.0508,39.6,0.036484
951,400,19.7,0.0508,39.6,0.036484
952,500,19.7,0.0508,39.6,0.036484
953,630,19.7,0.0508,39.6,0.036484
954,800,19.7,0.0508,39.6,0.036484
955,1000,19.7,0.0508,39.6,0.036484
956,1250,19.7,0.0508,39.6,0.036484
957,1600,19.7,0.0508,39.6,0.036484
958,2000,19.7,0.0508,39.6,0.036484
959,2500,19.7,0.0508,39.6,0.036484
960,3150,19.7,0.0508,39.6,0.036484
961,4000,19.7,0.0508,39.6,0.036484
962,2500,0.0,0.0254,71.3,0.000400682
963,3150,0.0,0.0254,71.3,0.000400682
964,4000,0.0,0.0254,71.3,0.000400682
965,5000,0.0,0.0254,71.3,0.000400682
966,6300,0.0,0.0254,71.3,0.000400682
967,8000,0.0,0.0254,71.3,0.000400682
968,10000,0.0,0.0254,71.3,0.000400682
969,12500,0.0,0.0254,71.3,0.000400682
970,16000,0.0,0.0254,71.3,0.000400682
971,20000,0.0,0.0254,71.3,0.000400682
972,2000,0.0,0.0254,55.5,0.00041229
973,2500,0.0,0.0254,55.5,0.00041229
974,3150,0.0,0.0254,55.5,0.00041229
975,4000,0.0,0.0254,55.5,0.00041229
976,5000,0.0,0.0254,55.5,0.00041229
977,6300,0.0,0.0254,55.5,0.00041229
978,8000,0.0,0.0254,55.5,0.00041229
979,10000,0.0,0.0254,55.5,0.00041229
980,12500,0.0,0.0254,55.5,0.00041229
981,16000,0.0,0.0254,55.5,0.00041229
982,20000,0.0,0.0254,55.5,0.00041229
983,1600,0.0,0.0254,39.6,0.000428464
984,2000,0.0,0.0254,39.6,0.000428464
985,2500,0.0,0.0254,39.6,0.000428464
986,3150,0.0,0.0254,39.6,0.000428464
987,4000,0.0,0.0254,39.6,0.000428464
988,5000,0.0,0.0254,39.6,0.000428464
989,6300,0.0,0.0254,39.6,0.000428464
990,8000,0.0,0.0254,39.6,0.000428464
991,10000,0.0,0.0254,39.6,0.000428464
992,12500,0.0,0.0254,39.6,0.000428464
993,16000,0.0,0.0254,39.6,0.000428464
994,1000,0.0,0.0254,31.7,0.000439472
995,1250,0.0,0.0254,31.7,0.000439472
996,1600,0.0,0.0254,31.7,0.000439472
997,2000,0.0,0.0254,31.7,0.000439472
998,2500,0.0,0.0254,31.7,0.000439472
999,3150,0.0,0.0254,31.7,0.000439472
1000,4000,0.0,0.0254,31.7,0.000439472
1001,5000,0.0,0.0254,31.7,0.000439472
1002,6300,0.0,0.0254,31.7,0.000439472
1003,8000,0.0,0.0254,31.7,0.000439472
1004,10000,0.0,0.0254,31.7,0.000439472
1005,12500,0.0,0.0254,31.7,0.000439472
1006,16000,0.0,0.0254,31.7,0.000439472
1007,2000,4.8,0.0254,71.3,0.000848633
1008,2500,4.8,0.0254,71.3,0.000848633
1009,3150,4.8,0.0254,71.3,0.000848633
1010,4000,4.8,0.0254,71.3,0.000848633
1011,5000,4.8,0.0254,71.3,0.000848633
1012,6300,4.8,0.0254,71.3,0.000848633
1013,8000,4.8,0.0254,71.3,0.000848633
1014,10000,4.8,0.0254,71.3,0.000848633
1015,12500,4.8,0.0254,71.3,0.000848633
1016,16000,4.8,0.0254,71.3,0.000848633
1017,20000,4.8,0.0254,71.3,0.000848633
1018,1600,4.8,0.0254,55.5,0.000873218
1019,2000,4.8,0.0254,55.5,0.000873218
1020,2500,4.8,0.0254,55.5,0.000873218
1021,3150,4.8,0.0254,55.5,0.000873218
1022,4000,4.8,0.0254,55.5,0.000873218
1023,5000,4.8,0.0254,55.5,0.000873218
1024,6300,4.8,0.0254,55.5,0.000873218
1025,8000,4.8,0.0254,55.5,0.000873218
1026,10000,4.8,0.0254,55.5,0.000873218
1027,12500,4.8,0.0254,55.5,0.000873218
1028,16000,4.8,0.0254,55.5,0.000873218
1029,20000,4.8,0.0254,55.5,0.000873218
1030,500,4.8,0.0254,39.6,0.000907475
1031,630,4.8,0.0254,39.6,0.000907475
1032,800,4.8,0.0254,39.6,0.000907475
1033,1000,4.8,0.0254,39.6,0.000907475
1034,1250,4.8,0.0254,39.6,0.000907475
1035,1600,4.8,0.0254,39.6,0.000907475
1036,2000,4.8,0.0254,39.6,0.000907475
1037,2500,4.8,0.0254,39.6,0.000907475
1038,3150,4.8,0.0254,39.6,0.000907475
1039,4000,4.8,0.0254,39.6,0.000907475
1040,5000,4.8,0.0254,39.6,0.000907475
1041,6300,4.8,0.0254,39.6,0.000907475
1042,8000,4.8,0.0254,39.6,0.000907475
1043,10000,4.8,0.0254,39.6,0.000907475
1044,500,4.8,0.0254,31.7,0.000930789
1045,630,4.8,0.0254,31.7,0.000930789
1046,800,4.8,0.0254,31.7,0.000930789
1047,1000,4.8,0.0254,31.7,0.000930789
1048,1250,4.8,0.0254,31.7,0.000930789
1049,1600,4.8,0.0254,31.7,0.000930789
1050,2000,4.8,0.0254,31.7,0.000930789
1051,2500,4.8,0.0254,31.7,0.000930789
1052,3150,4.8,0.0254,31.7,0.000930789
1053,4000,4.8,0.0254,31.7,0.000930789
1054,5000,4.8,0.0254,31.7,0.000930789
1055,6300,4.8,0.0254,31.7,0.000930789
1056,8000,4.8,0.0254,31.7,0.000930789
1057,630,9.5,0.0254,71.3,0.00420654
1058,800,9.5,0.0254,71.3,0.00420654
1059,1000,9.5,0.0254,71.3,0.00420654
1060,1250,9.5,0.0254,71.3,0.00420654
1061,1600,9.5,0.0254,71.3,0.00420654
1062,2000,9.5,0.0254,71.3,0.00420654
1063,2500,9.5,0.0254,71.3,0.00420654
1064,3150,9.5,0.0254,71.3,0.00420654
1065,4000,9.5,0.0254,71.3,0.00420654
1066,5000,9.5,0.0254,71.3,0.00420654
1067,6300,9.5,0.0254,71.3,0.00420654
1068,400,9.5,0.0254,55.5,0.0043284
1069,500,9.5,0.0254,55.5,0.0043284
1070,630,9.5,0.0254,55.5,0.0043284
1071,800,9.5,0.0254,55.5,0.0043284
1072,1000,9.5,0.0254,55.5,0.0043284
1073,1250,9.5,0.0254,55.5,0.0043284
1074,1600,9.5,0.0254,55.5,0.0043284
1075,2000,9.5,0.0254,55.5,0.0043284
1076,2500,9.5,0.0254,55.5,0.0043284
1077,3150,9.5,0.0254,55.5,0.0043284
1078,4000,9.5,0.0254,55.5,0.0043284
1079,5000,9.5,0.0254,55.5,0.0043284
1080,6300,9.5,0.0254,55.5,0.0043284
1081,200,9.5,0.0254,39.6,0.00449821
1082,250,9.5,0.0254,39.6,0.00449821
1083,315,9.5,0.0254,39.6,0.00449821
1084,400,9.5,0.0254,39.6,0.00449821
1085,500,9.5,0.0254,39.6,0.00449821
1086,630,9.5,0.0254,39.6,0.00449821
1087,800,9.5,0.0254,39.6,0.00449821
1088,1000,9.5,0.0254,39.6,0.00449821
1089,1250,9.5,0.0254,39.6,0.00449821
1090,1600,9.5,0.0254,39.6,0.00449821
1091,2000,9.5,0.0254,39.6,0.00449821
1092,2500,9.5,0.0254,39.6,0.00449821
1093,3150,9.5,0.0254,39.6,0.00449821
1094,4000,9.5,0.0254,39.6,0.00449821
1095,5000,9.5,0.0254,39.6,0.00449821
1096,6300,9.5,0.0254,39.6,0.00449821
1097,200,9.5,0.0254,31.7,0.00461377
1098,250,9.5,0.0254,31.7,0.00461377
1099,315,9.5,0.0254,31.7,0.00461377
1100,400,9.5,0.0254,31.7,0.00461377
1101,500,9.5,0.0254,31.7,0.00461377
1102,630,9.5,0.0254,31.7,0.00461377
1103,800,9.5,0.0254,31.7,0.00461377
1104,1000,9.5,0.0254,31.7,0.00461377
1105,1250,9.5,0.0254,31.7,0.00461377
1106,1600,9.5,0.0254,31.7,0.00461377
1107,2000,9.5,0.0254,31.7,0.00461377
1108,2500,9.5,0.0254,31.7,0.00461377
1109,3150,9.5,0.0254,31.7,0.00461377
1110,4000,9.5,0.0254,31.7,0.00461377
1111,5000,9.5,0.0254,31.7,0.00461377
1112,6300,9.5,0.0254,31.7,0.00461377
1113,250,12.7,0.0254,71.3,0.0121808
1114,315,12.7,0.0254,71.3,0.0121808
1115,400,12.7,0.0254,71.3,0.0121808
1116,500,12.7,0.0254,71.3,0.0121808
1117,630,12.7,0.0254,71.3,0.0121808
1118,800,12.7,0.0254,71.3,0.0121808
1119,1000,12.7,0.0254,71.3,0.0121808
1120,1250,12.7,0.0254,71.3,0.0121808
1121,1600,12.7,0.0254,71.3,0.0121808
1122,2000,12.7,0.0254,71.3,0.0121808
1123,2500,12.7,0.0254,71.3,0.0121808
1124,3150,12.7,0.0254,71.3,0.0121808
1125,4000,12.7,0.0254,71.3,0.0121808
1126,5000,12.7,0.0254,71.3,0.0121808
1127,6300,12.7,0.0254,71.3,0.0121808
1128,8000,12.7,0.0254,71.3,0.0121808
1129,10000,12.7,0.0254,71.3,0.0121808
1130,250,12.7,0.0254,39.6,0.0130253
1131,315,12.7,0.0254,39.6,0.0130253
1132,400,12.7,0.0254,39.6,0.0130253
1133,500,12.7,0.0254,39.6,0.0130253
1134,630,12.7,0.0254,39.6,0.0130253
1135,800,12.7,0.0254,39.6,0.0130253
1136,1000,12.7,0.0254,39.6,0.0130253
1137,1250,12.7,0.0254,39.6,0.0130253
1138,1600,12.7,0.0254,39.6,0.0130253
1139,2000,12.7,0.0254,39.6,0.0130253
1140,2500,12.7,0.0254,39.6,0.0130253
1141,3150,12.7,0.0254,39.6,0.0130253
1142,4000,12.7,0.0254,39.6,0.0130253
1143,5000,12.7,0.0254,39.6,0.0130253
1144,6300,12.7,0.0254,39.6,0.0130253
1145,8000,12.7,0.0254,39.6,0.0130253
1146,10000,12.7,0.0254,39.6,0.0130253
1147,200,17.4,0.0254,71.3,0.016104
1148,250,17.4,0.0254,71.3,0.016104
1149,315,17.4,0.0254,71.3,0.016104
1150,400,17.4,0.0254,71.3,0.016104
1151,500,17.4,0.0254,71.3,0.016104
1152,630,17.4,0.0254,71.3,0.016104
1153,800,17.4,0.0254,71.3,0.016104
1154,1000,17.4,0.0254,71.3,0.016104
1155,1250,17.4,0.0254,71.3,0.016104
1156,1600,17.4,0.0254,71.3,0.016104
1157,2000,17.4,0.0254,71.3,0.016104
1158,2500,17.4,0.0254,71.3,0.016104
1159,3150,17.4,0.0254,71.3,0.016104
1160,4000,17.4,0.0254,71.3,0.016104
1161,5000,17.4,0.0254,71.3,0.016104
1162,6300,17.4,0.0254,71.3,0.016104
1163,8000,17.4,0.0254,71.3,0.016104
1164,200,17.4,0.0254,55.5,0.0165706
1165,250,17.4,0.0254,55.5,0.0165706
1166,315,17.4,0.0254,55.5,0.0165706
1167,400,17.4,0.0254,55.5,0.0165706
1168,500,17.4,0.0254,55.5,0.0165706
1169,630,17.4,0.0254,55.5,0.0165706
1170,800,17.4,0.0254,55.5,0.0165706
1171,1000,17.4,0.0254,55.5,0.0165706
1172,1250,17.4,0.0254,55.5,0.0165706
